Rank,Release Group,Worldwide,Domestic,%,Foreign,%
"1,009",The Tattooist,"$645,898",-,-,"$645,898",100%
"1,010",The Drummer,"$645,732",-,-,"$645,732",100%
"1,011",After Him,"$642,830",-,-,"$642,830",100%
"1,012",The Banishment,"$641,101",-,-,"$641,101",100%
"1,013",O Magnata,"$640,956",-,-,"$640,956",100%
"1,014",My Neighbor Totoro 2007 Re-release,"$637,507",-,-,"$637,507",100%
"1,015",Días de cine,"$636,029",-,-,"$636,029",100%
"1,016",A Bunch of Amateurs,"$635,293",-,-,"$635,293",100%
"1,017",Attack on the Pin-Up Boys,"$631,034",-,-,"$631,034",100%
"1,018",Phii mai jim fun,"$629,759",-,-,"$629,759",100%
"1,019",Water Lilies,"$628,258","$85,440",13.6%,"$542,818",86.4%
"1,020",Trackman,"$626,032",-,-,"$626,032",100%
"1,021",Breath,"$625,364",-,-,"$625,364",100%
"1,022",Beauty and the Seven Beasts,"$622,139",-,-,"$622,139",100%
"1,023",Ghost Station,"$620,876",-,-,"$620,876",100%
"1,024",Délice Paloma,"$620,229",-,-,"$620,229",100%
"1,025",Boystown,"$619,769",-,-,"$619,769",100%
"1,026",My Friend Bernard,"$618,400",-,-,"$618,400",100%
"1,027",Le ragioni dell'aragosta,"$614,224",-,-,"$614,224",100%
"1,028",When a Man Comes Home,"$606,889",-,-,"$606,889",100%
"1,029",The Ten Lives of Titanic the Cat,"$606,843",-,-,"$606,843",100%
"1,030",Impak Maksima,"$606,709",-,-,"$606,709",100%
"1,031",Shortcut to Happiness,"$605,294",-,-,"$605,294",100%
"1,032",7 Days to Leave My Wife,"$603,500",-,-,"$603,500",100%
"1,033",Seven Days Twenty-four Hours,"$598,395",-,-,"$598,395",100%
"1,034",Seven Booths,"$597,900",-,-,"$597,900",100%
"1,035",Colorado Avenue,"$596,580",-,-,"$596,580",100%
"1,036",Mirush,"$593,263",-,-,"$593,263",100%
"1,037",Cargo 200,"$592,673",-,-,"$592,673",100%
"1,038",The Walker,"$590,416","$79,698",13.5%,"$510,718",86.5%
"1,039",Unexpected Things,"$586,505",-,-,"$586,505",100%
"1,040",Miranda regresa,"$586,110",-,-,"$586,110",100%
"1,041",Chytte doktora,"$585,841",-,-,"$585,841",100%
"1,042",Ma place au soleil,"$580,688",-,-,"$580,688",100%
"1,043",Nothing But Ghosts,"$579,237",-,-,"$579,237",100%
"1,044",Fados,"$574,044","$129,150",22.5%,"$444,894",77.5%
"1,045",Not by Chance,"$572,836",-,-,"$572,836",100%
"1,046",Lucky Miles,"$572,171",-,-,"$572,171",100%
"1,047",Night Nurses,"$571,133",-,-,"$571,133",100%
"1,048",Waruboro,"$569,948",-,-,"$569,948",100%
"1,049",Little King Macius,"$567,529",-,-,"$567,529",100%
"1,050",Blood of My Blood,"$565,024","$55,730",9.9%,"$509,294",90.1%
"1,051",Ira & Abby,"$563,611","$221,096",39.2%,"$342,515",60.8%
"1,052",Import Export,"$563,513",-,-,"$563,513",100%
"1,053",Et toi t'es sur qui?,"$562,203",-,-,"$562,203",100%
"1,054",Survival Island,"$558,764",-,-,"$558,764",100%
"1,055",The Year of the Wolf,"$558,733",-,-,"$558,733",100%
"1,056",The Girl on the Stone,"$557,461",-,-,"$557,461",100%
"1,057",The Mourning Forest,"$555,614",-,-,"$555,614",100%
"1,058",Last Minute Marocco,"$553,065",-,-,"$553,065",100%
"1,059",The Chinese Botanist's Daughters 2007 Re-release,"$549,538",-,-,"$549,538",100%
"1,060",Kvaska,"$549,025",-,-,"$549,025",100%
"1,061",Chain Kulii Ki Main Kulii,"$547,859",-,-,"$547,859",100%
"1,062",Private Property,"$545,473","$62,897",11.5%,"$482,576",88.5%
"1,063",Boarding Gate,"$545,436","$49,333",9%,"$496,103",91%
"1,064",Honeydripper,"$544,925","$267,880",49.2%,"$277,045",50.8%
"1,065",Red Like the Sky,"$544,350",-,-,"$544,350",100%
"1,066",The Secret,"$544,002",-,-,"$544,002",100%
"1,067",White Night,"$540,115",-,-,"$540,115",100%
"1,068",The Haunted Drum,"$533,780",-,-,"$533,780",100%
"1,069",Muay Thai Fighter,"$532,677",-,-,"$532,677",100%
"1,070",Kuka,"$531,026",-,-,"$531,026",100%
"1,071",A Man's Job,"$525,525",-,-,"$525,525",100%
"1,072",Lolita's Club,"$523,555",-,-,"$523,555",100%
"1,073",Salty Air,"$521,556",-,-,"$521,556",100%
"1,074",Khon hew hua,"$515,048",-,-,"$515,048",100%
"1,075",Georg,"$514,187",-,-,"$514,187",100%
"1,076",Never on a Sunday,"$513,004",-,-,"$513,004",100%
"1,077",Waris Jari Hantu,"$512,937",-,-,"$512,937",100%
"1,078",Death Water,"$512,710",-,-,"$512,710",100%
"1,079",Oviedo Express,"$510,870",-,-,"$510,870",100%
"1,080",The Catfish Summer,"$510,611",-,-,"$510,611",100%
"1,081",The Good Night,"$508,084","$22,441",4.4%,"$485,643",95.6%
"1,082",Hide and Seek,"$505,062",-,-,"$505,062",100%
"1,083",Life Mein Kabhie Kabhiee,"$504,875",-,-,"$504,875",100%
"1,084",Finding Rin Tin Tin,"$504,858",-,-,"$504,858",100%
"1,085",Atashin' chi,"$504,294",-,-,"$504,294",100%
"1,086",La Ministra Inmoral,"$502,766",-,-,"$502,766",100%
"1,087",Cartouches gauloises,"$502,392",-,-,"$502,392",100%
"1,088","Bravo, My Life! 2007 Re-release","$500,023",-,-,"$500,023",100%
"1,089",Empire of the Wolves 2007 Re-release,"$497,279",-,-,"$497,279",100%
"1,090",Kicks,"$491,057",-,-,"$491,057",100%
"1,091",Under the Bombs,"$488,227",-,-,"$488,227",100%
"1,092",Heaven Can Wait. Maybe...,"$487,680",-,-,"$487,680",100%
"1,093",Kampfansage - Der letzte Schüler,"$487,673",-,-,"$487,673",100%
"1,094",Full of It,"$486,722","$14,273",2.9%,"$472,449",97.1%
"1,095","Hello, Stranger","$486,581",-,-,"$486,581",100%
"1,096",Life Actually,"$486,303",-,-,"$486,303",100%
"1,097",City in Heat,"$485,288",-,-,"$485,288",100%
"1,098",10 Questions for the Dalai Lama,"$484,487","$224,546",46.3%,"$259,941",53.7%
"1,099",The Life of Buddha,"$482,515",-,-,"$482,515",100%
"1,100",Trivial Matters,"$474,987",-,-,"$474,987",100%
"1,101",Nui yan boon sik,"$473,067",-,-,"$473,067",100%
"1,102",The Sandman,"$472,937",-,-,"$472,937",100%
"1,103",When the Road Bends... Tales of a Gypsy Caravan,"$469,507","$442,936",94.3%,"$26,571",5.7%
"1,104",Kun Fu Fighter,"$465,484",-,-,"$465,484",100%
"1,105",The Candidate,"$461,932",-,-,"$461,932",100%
"1,106",Saint Ralph 2007 Re-release,"$460,880",-,-,"$460,880",100%
"1,107",Alexandra,"$460,139","$128,222",27.9%,"$331,917",72.1%
"1,108",Zincirbozan,"$458,625",-,-,"$458,625",100%
"1,109",UV,"$458,566",-,-,"$458,566",100%
"1,110",Brooklyn Rules,"$458,232","$458,232",100%,-,-
"1,111",Tiyanaks,"$456,463",-,-,"$456,463",100%
"1,112",Adam and the Devil,"$456,271",-,-,"$456,271",100%
"1,113",How Much Further,"$455,908",-,-,"$455,908",100%
"1,114",Wristcutters: A Love Story,"$454,026","$446,165",98.3%,"$7,861",1.7%
"1,115",Black Gruya and the Stone of Wisdom,"$452,981",-,-,"$452,981",100%
"1,116",Exodus,"$452,675",-,-,"$452,675",100%
"1,117",Prova a volare,"$452,529",-,-,"$452,529",100%
"1,118",Anak Halal,"$449,652",-,-,"$449,652",100%
"1,119",My Friend Ganesha,"$449,473",-,-,"$449,473",100%
"1,120",Atlas of Human Geography,"$448,773",-,-,"$448,773",100%
"1,121",Sick Nurses,"$446,852",-,-,"$446,852",100%
"1,122",The Radio Pirates,"$446,643",-,-,"$446,643",100%
"1,123",Men in White,"$442,166",-,-,"$442,166",100%
"1,124",Naya Daur,"$441,157",-,-,"$441,157",100%
"1,125",What My Eyes Have Seen,"$436,846",-,-,"$436,846",100%
"1,126",Ploy,"$436,809",-,-,"$436,809",100%
"1,127",Mitti Wajaan Maardi,"$430,489",-,-,"$430,489",100%
"1,128",The Passenger: Adult Secrets,"$429,250",-,-,"$429,250",100%
"1,129",Revolver 2007 Re-release,"$428,620","$84,738",19.8%,"$343,882",80.2%
"1,130",Lik goo lik goo dui dui pong,"$427,894",-,-,"$427,894",100%
"1,131",The Last Train,"$427,456",-,-,"$427,456",100%
"1,132",Os Porralokinhas,"$427,037",-,-,"$427,037",100%
"1,133",The Singing Revolution,"$426,855","$426,855",100%,-,-
"1,134",Fido,"$426,224","$304,533",71.4%,"$121,691",28.6%
"1,135",J-ok'el,"$424,825",-,-,"$424,825",100%
"1,136",La gran sangre - La pelicula,"$422,660",-,-,"$422,660",100%
"1,137",Roommates/Roommate,"$420,821",-,-,"$420,821",100%
"1,138",Free Land,"$419,938",-,-,"$419,938",100%
"1,139",Strength and Honour,"$418,721","$51,933",12.4%,"$366,788",87.6%
"1,140",The Screen at Kamchanod,"$418,092",-,-,"$418,092",100%
"1,141",XX,"$416,542",-,-,"$416,542",100%
"1,142",Killer of Sheep,"$416,509","$404,508",97.1%,"$12,001",2.9%
"1,143",American Blend,"$415,362",-,-,"$415,362",100%
"1,144",The Maidens' Conspiracy 2007 Re-release,"$413,786",-,-,"$413,786",100%
"1,145",La luna en botella,"$413,667",-,-,"$413,667",100%
"1,146",Bobby Z,"$413,454",-,-,"$413,454",100%
"1,147",Forever Never Anywhere,"$411,734",-,-,"$411,734",100%
"1,148",Glory to the Filmmaker!,"$410,999",-,-,"$410,999",100%
"1,149",Girls,"$408,470",-,-,"$408,470",100%
"1,150",9 September,"$405,253",-,-,"$405,253",100%
"1,151",To Each His Own Cinema,"$403,819",-,-,"$403,819",100%
"1,152",Cardiofitness,"$402,434",-,-,"$402,434",100%
"1,153",Mafioso,"$400,019","$400,019",100%,-,-
"1,154",Soreike! Anpanman Shabondama No Puru,"$399,111",-,-,"$399,111",100%
"1,155",Kimi ni shika kikoenai,"$398,514",-,-,"$398,514",100%
"1,156",The Silence Before Bach,"$395,385",-,-,"$395,385",100%
"1,157",White Mane,"$390,400",-,-,"$390,400",100%
"1,158",The Last Sin Eater,"$388,390","$388,390",100%,-,-
"1,159",The Home Song Stories,"$387,707",-,-,"$387,707",100%
"1,160",The Romance of Astrea and Celadon,"$386,621",-,-,"$386,621",100%
"1,161",Järnets änglar,"$384,010",-,-,"$384,010",100%
"1,162",First Snow,"$382,267","$214,864",56.2%,"$167,403",43.8%
"1,163",Closure,"$381,203",-,-,"$381,203",100%
"1,164",Batanes,"$380,570",-,-,"$380,570",100%
"1,165",Summer,"$377,303",-,-,"$377,303",100%
"1,166",California Dreamin',"$377,275",-,-,"$377,275",100%
"1,167",Welcome to the Roses 2007 Re-release,"$375,465",-,-,"$375,465",100%
"1,168",Southland Tales,"$374,743","$275,380",73.5%,"$99,363",26.5%
"1,169",The Haunted School,"$374,285",-,-,"$374,285",100%
"1,170",My Kuya's Wedding,"$374,039",-,-,"$374,039",100%
"1,171",How to Cook Your Life,"$373,727","$87,370",23.4%,"$286,357",76.6%
"1,172",Bangkok Love Story,"$373,500",-,-,"$373,500",100%
"1,173",Rita da Cascia,"$370,854",-,-,"$370,854",100%
"1,174",Blindsight,"$366,247","$89,169",24.3%,"$277,078",75.7%
"1,175",Trail of the Panda,"$365,078",-,-,"$365,078",100%
"1,176",Mumbai Salsa,"$364,476",-,-,"$364,476",100%
"1,177",Ghost Mother,"$363,652",-,-,"$363,652",100%
"1,178",Zu Fuss nach Santiago de Compostela,"$363,496",-,-,"$363,496",100%
"1,179",Ni tan largos... ni tan cortos,"$363,244",-,-,"$363,244",100%
"1,180",Hotel Very Welcome,"$363,125",-,-,"$363,125",100%
"1,181",Falling in Love,"$362,145",-,-,"$362,145",100%
"1,182",Crazy Love,"$357,659","$301,027",84.2%,"$56,632",15.8%
"1,183",La vie d'artiste,"$355,744",-,-,"$355,744",100%
"1,184",Ghost Son,"$355,426",-,-,"$355,426",100%
"1,185",Dear Friends,"$355,154",-,-,"$355,154",100%
"1,186",Bab'Aziz: The Prince That Contemplated His Soul,"$353,119","$89,672",25.4%,"$263,447",74.6%
"1,187",Casa de Remolienda,"$352,653",-,-,"$352,653",100%
"1,188",Tornado,"$351,439",-,-,"$351,439",100%
"1,189",Manufactured Landscapes,"$349,220","$240,239",68.8%,"$108,981",31.2%
"1,190",Sumolah,"$349,059",-,-,"$349,059",100%
"1,191",Kapitein Rob en het Geheim van Professor Lupardi,"$345,981",-,-,"$345,981",100%
"1,192",Forbidden Lie$,"$344,594",-,-,"$344,594",100%
"1,193",Rise of the Footsoldier,"$344,306",-,-,"$344,306",100%
"1,194",Retribution,"$342,762",-,-,"$342,762",100%
"1,195",Het schnitzelparadijs 2007 Re-release,"$342,134",-,-,"$342,134",100%
"1,196",The Fourth Man,"$341,488",-,-,"$341,488",100%
"1,197",Shekspiru i ne snilos,"$341,473",-,-,"$341,473",100%
"1,198",Leo,"$340,823",-,-,"$340,823",100%
"1,199",Train of the Dead,"$340,547",-,-,"$340,547",100%
"1,200",The Closet,"$339,156",-,-,"$339,156",100%
"1,201",Blue Eyelids,"$336,704",-,-,"$336,704",100%
"1,202",Living & Dying,"$336,460",-,-,"$336,460",100%
"1,203",Poena Is Koning,"$335,240",-,-,"$335,240",100%
"1,204",The 2006 Academy Award Nominated Short Films: Live Action,"$335,090","$335,090",100%,-,-
"1,205",Pudor,"$334,055",-,-,"$334,055",100%
"1,206",The Mudboy,"$332,705",-,-,"$332,705",100%
"1,207",Neseli Gençlik,"$328,039",-,-,"$328,039",100%
"1,208",Gone,"$325,630",-,-,"$325,630",100%
"1,209",With Friends Like These,"$324,497",-,-,"$324,497",100%
"1,210",Silip,"$323,465",-,-,"$323,465",100%
"1,211",Jeuk sing 3 gi ji mor sam bak fan,"$322,759",-,-,"$322,759",100%
"1,212",Gui gan bu,"$322,756",-,-,"$322,756",100%
"1,213",The War on Democracy,"$320,935",-,-,"$320,935",100%
"1,214",In the City of Sylvia,"$319,032",-,-,"$319,032",100%
"1,215",Steep,"$318,763","$260,586",81.7%,"$58,177",18.3%
"1,216",Ye xi,"$317,965",-,-,"$317,965",100%
"1,217",The Ball,"$316,227",-,-,"$316,227",100%
"1,218",Go,"$315,783",-,-,"$315,783",100%
"1,219",53 días de invierno,"$315,497",-,-,"$315,497",100%
"1,220",Komaneko,"$314,789",-,-,"$314,789",100%
"1,221",For the Bible Tells Me So,"$312,751","$312,751",100%,-,-
"1,222",Maharal - tajemstvi talismanu,"$311,475",-,-,"$311,475",100%
"1,223",Ayazon,"$310,875",-,-,"$310,875",100%
"1,224",Dirty Dancing 2007 Re-release,"$310,033",-,-,"$310,033",100%
"1,225",Irene Huss: The Torso,"$309,922",-,-,"$309,922",100%
"1,226",The Darwin Awards,"$309,408",-,-,"$309,408",100%
"1,227",The Quiet Storm,"$308,335",-,-,"$308,335",100%
"1,228",Dancing Lion,"$308,270",-,-,"$308,270",100%
"1,229",Constellation,"$306,533","$306,533",100%,-,-
"1,230",World Second,"$306,014",-,-,"$306,014",100%
"1,231",Chalk,"$302,845","$302,845",100%,-,-
"1,232",The Contestant,"$302,487",-,-,"$302,487",100%
"1,233",Voodoo,"$301,696",-,-,"$301,696",100%
"1,234",God Grew Tired of Us,"$301,447","$301,447",100%,-,-
"1,235",No digas nada,"$297,329",-,-,"$297,329",100%
"1,236",MP3: Mera Pehla Pehla Pyaar,"$295,446",-,-,"$295,446",100%
"1,237",Sis ve Gece,"$292,846",-,-,"$292,846",100%
"1,238",Passage to Zarahemla,"$292,102","$292,102",100%,-,-
"1,239",Leroy,"$290,381",-,-,"$290,381",100%
"1,240",Santiago,"$290,245",-,-,"$290,245",100%
"1,241",Gigs: Case of Boøwy 2,"$287,483",-,-,"$287,483",100%
"1,242",Like a Dragon,"$286,799",-,-,"$286,799",100%
"1,243",Night of the Living Dorks 2007 Re-release,"$285,728",-,-,"$285,728",100%
"1,244",Wind Chill,"$285,060","$36,804",12.9%,"$248,256",87.1%
"1,245",Bana sans dile,"$281,517",-,-,"$281,517",100%
"1,246",Abou Riad Show,"$281,347",-,-,"$281,347",100%
"1,247",Brand Upon the Brain! A Remembrance in 12 Chapters,"$281,091","$263,200",93.6%,"$17,891",6.4%
"1,248",Die Aufschneider,"$280,602",-,-,"$280,602",100%
"1,249",Parzania,"$279,872",-,-,"$279,872",100%
"1,250",Paula's Secret,"$278,921",-,-,"$278,921",100%
"1,251",Un buen día lo tiene cualquiera,"$278,571",-,-,"$278,571",100%
"1,252","He, She and Me","$277,500",-,-,"$277,500",100%
"1,253",AFR,"$277,292",-,-,"$277,292",100%
"1,254",Video Clip,"$276,439",-,-,"$276,439",100%
"1,255",Mirror,"$275,897",-,-,"$275,897",100%
"1,256",Thru the Moebius Strip,"$275,216",-,-,"$275,216",100%
"1,257",Ulzhan,"$274,971",-,-,"$274,971",100%
"1,258",Welcome Back Pinocchio,"$273,495",-,-,"$273,495",100%
"1,259",Whisper of Sin,"$272,737",-,-,"$272,737",100%
"1,260",Dan sun bo lok,"$272,223",-,-,"$272,223",100%
"1,261",All About My Bush,"$272,099",-,-,"$272,099",100%
"1,262",The Trap,"$269,731",-,-,"$269,731",100%
"1,263",Boy Culture,"$269,589","$220,409",81.8%,"$49,180",18.2%
"1,264",Shen xiao chuan qi,"$269,562",-,-,"$269,562",100%
"1,265",Zhizn vrasplokh,"$269,097",-,-,"$269,097",100%
"1,266",Héros,"$268,730",-,-,"$268,730",100%
"1,267",Punch Lady,"$268,230",-,-,"$268,230",100%
"1,268",Island Etude,"$268,145",-,-,"$268,145",100%
"1,269",The Red Star,"$266,099",-,-,"$266,099",100%
"1,270",Inesquecível,"$265,500",-,-,"$265,500",100%
"1,271",3:19,"$265,490",-,-,"$265,490",100%
"1,272",The Spiritual World,"$265,222",-,-,"$265,222",100%
"1,273",The TV Set,"$265,198","$265,198",100%,-,-
"1,274",Dos rivales casi iguales,"$264,869",-,-,"$264,869",100%
"1,275",Father's Footsteps,"$264,642",-,-,"$264,642",100%
"1,276",Shankardada Zindabad,"$264,106",-,-,"$264,106",100%
"1,277",Bal Ganesh,"$263,203",-,-,"$263,203",100%
"1,278",Chromophobia 2007 Re-release,"$260,722",-,-,"$260,722",100%
"1,279",Storm Warning,"$260,346",-,-,"$260,346",100%
"1,280",My Kid Could Paint That,"$258,316","$231,574",89.6%,"$26,742",10.4%
"1,281",Egg,"$257,990",-,-,"$257,990",100%
"1,282",A Big Potato,"$257,931",-,-,"$257,931",100%
"1,283",Mrs. Worthington's Party,"$257,868","$257,868",100%,-,-
"1,284",Miguel and William,"$256,372",-,-,"$256,372",100%
"1,285",Love in the City,"$256,171",-,-,"$256,171",100%
"1,286",Bruno Manser - Laki Penan,"$255,523",-,-,"$255,523",100%
"1,287",The House,"$255,090",-,-,"$255,090",100%
"1,288",Den man älskar,"$253,476",-,-,"$253,476",100%
"1,289",Cesar Chavez,"$252,301",-,-,"$252,301",100%
"1,290",Unnale Unnale,"$250,905",-,-,"$250,905",100%
"1,291",Dedication,"$250,182","$92,853",37.1%,"$157,329",62.9%
"1,292",The Russian Game,"$250,165",-,-,"$250,165",100%
"1,293",Raqeeb,"$249,884",-,-,"$249,884",100%
"1,294",The Final Inquiry,"$249,610",-,-,"$249,610",100%
"1,295",Half Moon,"$248,749","$2,528",1%,"$246,221",99%
"1,296",Gangster,"$246,516",-,-,"$246,516",100%
"1,297",Battle for Haditha,"$245,521","$10,310",4.2%,"$235,211",95.8%
"1,298",Sword of the Stranger,"$245,220",-,-,"$245,220",100%
"1,299",The Early Years: Erik Nietzsche Part 1,"$243,627",-,-,"$243,627",100%
"1,300",Sözün Bittigi Yer,"$242,860",-,-,"$242,860",100%
"1,301",Heidi 2007 Re-release,"$241,884",-,-,"$241,884",100%
"1,302",Propiedad ajena,"$241,364",-,-,"$241,364",100%
"1,303",Always Yours,"$241,003",-,-,"$241,003",100%
"1,304","Remember Me, My Love 2007 Re-release","$238,295",-,-,"$238,295",100%
"1,305",Dragon Hill. La colina del dragón 2007 Re-release,"$238,107",-,-,"$238,107",100%
"1,306",Gomeda,"$237,197",-,-,"$237,197",100%
"1,307",I Love Miami,"$237,189",-,-,"$237,189",100%
"1,308",Delhii Heights,"$236,928",-,-,"$236,928",100%
"1,309",Toni Goldwascher,"$233,984",-,-,"$233,984",100%
"1,310","Me, the Other","$233,611",-,-,"$233,611",100%
"1,311",Limit of Love: Umizaru 2007 Re-release,"$233,101",-,-,"$233,101",100%
"1,312",Lotte from Gadgetville,"$232,897",-,-,"$232,897",100%
"1,313",Brave Story 2007 Re-release,"$232,268",-,-,"$232,268",100%
"1,314","Antonio Vivaldi, un prince à Venise","$232,070",-,-,"$232,070",100%
"1,315",Ex Drummer,"$231,156",-,-,"$231,156",100%
"1,316",Fashion Victims,"$230,967",-,-,"$230,967",100%
"1,317",Eros una vez María,"$229,987",-,-,"$229,987",100%
"1,318",The Ferryman,"$228,695",-,-,"$228,695",100%
"1,319",Calle Santa Fe,"$228,577",-,-,"$228,577",100%
"1,320",The Blue Umbrella,"$228,230",-,-,"$228,230",100%
"1,321",Little Boy Red,"$227,801",-,-,"$227,801",100%
"1,322",Into the Faraway Sky,"$227,324",-,-,"$227,324",100%
"1,323",Taymour W Shafika,"$227,276",-,-,"$227,276",100%
"1,324",Playing,"$226,783",-,-,"$226,783",100%
"1,325",I Don't Want to Sleep Alone,"$226,026","$19,292",8.5%,"$206,734",91.5%
"1,326",The Final Winter,"$225,834",-,-,"$225,834",100%
"1,327",There Is Another Possibility,"$225,133",-,-,"$225,133",100%
"1,328",5 Centimeters Per Second,"$224,910",-,-,"$224,910",100%
"1,329",Live-In Maid 2007 Re-release,"$224,836","$200,433",89.1%,"$24,403",10.9%
"1,330",Counterparts,"$224,812",-,-,"$224,812",100%
"1,331",Beglyanki,"$224,734",-,-,"$224,734",100%
"1,332",Change Me,"$224,360",-,-,"$224,360",100%
"1,333",The Celestine Prophecy 2007 Re-release,"$223,783",-,-,"$223,783",100%
"1,334",Nos amis les Terriens,"$223,274",-,-,"$223,274",100%
"1,335",Speed,"$223,083",-,-,"$223,083",100%
"1,336",Surviving My Mother,"$223,000","$223,000",100%,-,-
"1,337",Aida,"$222,927","$222,927",100%,-,-
"1,338",Boynton Beach Club 2007 Re-release,"$222,643",-,-,"$222,643",100%
"1,339",Polleros del sur: La venganza,"$222,101",-,-,"$222,101",100%
"1,340",Shanghai Red,"$221,756",-,-,"$221,756",100%
"1,341",O Mundo Em Duas Voltas,"$221,391",-,-,"$221,391",100%
"1,342",L'abbuffata,"$220,414",-,-,"$220,414",100%
"1,343",Off the Grid,"$218,499",-,-,"$218,499",100%
"1,344",Ghosts of Cité Soleil,"$218,444","$48,752",22.3%,"$169,692",77.7%
"1,345",Leilet Eid,"$218,389",-,-,"$218,389",100%
"1,346",The Mad Hatter,"$218,193",-,-,"$218,193",100%
"1,347",The Seventh Seal 2007 Re-release,"$216,952",-,-,"$216,952",100%
"1,348",J.C. Chávez,"$216,421",-,-,"$216,421",100%
"1,349",Noel: The Samba Poet,"$215,171",-,-,"$215,171",100%
"1,350",En la Cama,"$215,121",-,-,"$215,121",100%
"1,351",14 kilómetros,"$214,548",-,-,"$214,548",100%
"1,352",Midnight Sun 2007 Re-release,"$214,507",-,-,"$214,507",100%
"1,353",Highlander: The Source,"$213,205",-,-,"$213,205",100%
"1,354",The Lady Iron Chef,"$213,067",-,-,"$213,067",100%
"1,355",Right On,"$212,930",-,-,"$212,930",100%
"1,356",Until Death,"$212,921",-,-,"$212,921",100%
"1,357",Grow Your Own,"$211,747",-,-,"$211,747",100%
"1,358",U-ri Hak-ko,"$211,156",-,-,"$211,156",100%
"1,359",Four Last Songs,"$211,137",-,-,"$211,137",100%
"1,360",Pierrepoint: The Last Hangman 2007 Re-release,"$209,950","$23,192",11%,"$186,758",89%
"1,361",Believe in Me,"$209,654","$209,654",100%,-,-
"1,362",The Other,"$209,201",-,-,"$209,201",100%
"1,363",Il mio miglior nemico 2007 Re-release,"$209,166",-,-,"$209,166",100%
"1,364",The Heart Is a Dark Forest,"$208,605",-,-,"$208,605",100%
"1,365",Hatchet,"$208,550","$175,281",84%,"$33,269",16%
"1,366",A Man Named Pearl,"$208,392","$208,392",100%,-,-
"1,367",1971,"$207,755",-,-,"$207,755",100%
"1,368",Terapia Roosevelt,"$205,673",-,-,"$205,673",100%
"1,369",Sarhad Paar,"$205,668",-,-,"$205,668",100%
"1,370",Pusinky,"$205,220",-,-,"$205,220",100%
"1,371",Andre omgang,"$204,793",-,-,"$204,793",100%
"1,372",I Have Never Forgotten You: The Life & Legacy of Simon Wiesenthal,"$204,167","$29,976",14.7%,"$174,191",85.3%
"1,373",Rhythm Is It! 2007 Re-release,"$203,778",-,-,"$203,778",100%
"1,374",¿Y tú cuánto cuestas?,"$202,740",-,-,"$202,740",100%
"1,375",Bog of Beasts,"$202,099",-,-,"$202,099",100%
"1,376",The Sad Decrease of Increase,"$201,736",-,-,"$201,736",100%
"1,377",Milarepa,"$201,634","$151,114",74.9%,"$50,520",25.1%
"1,378",Victoria No. 203,"$201,216",-,-,"$201,216",100%
"1,379",What Would Jesus Buy?,"$200,010","$200,010",100%,-,-
"1,380",The Jammed,"$199,728",-,-,"$199,728",100%
"1,381",Love Is Cinta,"$198,514",-,-,"$198,514",100%
"1,382",5 Lies,"$198,380",-,-,"$198,380",100%
"1,383",A Love Song for Bobby Long 2007 Re-release,"$198,266",-,-,"$198,266",100%
"1,384",My Enemy's Enemy,"$198,012",-,-,"$198,012",100%
"1,385",Warrior,"$196,760",-,-,"$196,760",100%
"1,386",ICH WILL DICH - Begegnungen mit Hilde Domin,"$196,750",-,-,"$196,750",100%
"1,387",E-Mail,"$195,338",-,-,"$195,338",100%
"1,388",Orang minyak,"$195,122",-,-,"$195,122",100%
"1,389",I Want Someone to Eat Cheese With,"$194,568","$194,568",100%,-,-
"1,390",Alice's House,"$193,531","$61,822",31.9%,"$131,709",68.1%
"1,391",Drama/Mex,"$193,508","$8,628",4.5%,"$184,880",95.5%
"1,392",Fay Grim,"$193,067","$126,714",65.6%,"$66,353",34.4%
"1,393",The New Man,"$192,672",-,-,"$192,672",100%
"1,394",District B13 2007 Re-release,"$192,494",-,-,"$192,494",100%
"1,395",Una mujer invisible,"$191,958",-,-,"$191,958",100%
"1,396",Mosquita muerta,"$191,187",-,-,"$191,187",100%
"1,397",Malaikottai,"$190,399",-,-,"$190,399",100%
"1,398",Al Hob Keddah,"$190,387",-,-,"$190,387",100%
"1,399",The Trial Begins,"$189,507",-,-,"$189,507",100%
"1,400",Cult,"$187,814",-,-,"$187,814",100%
"1,401",Music Within,"$187,581","$154,087",82.1%,"$33,494",17.9%
"1,402",Lion & Four Cats,"$187,021",-,-,"$187,021",100%
"1,403",The Wooden Box,"$186,750",-,-,"$186,750",100%
"1,404",Postcards from Leningrad,"$185,691",-,-,"$185,691",100%
"1,405",The Sugar Curtain,"$185,058",$582,0.3%,"$184,476",99.7%
"1,406",Americanizing Shelley,"$182,831","$128,024",70%,"$54,807",30%
"1,407",Barcelona (A Map),"$182,030",-,-,"$182,030",100%
"1,408",Scrambled Beer,"$181,388",-,-,"$181,388",100%
"1,409",The Aviators,"$181,233",-,-,"$181,233",100%
"1,410",Dhokha,"$181,167",-,-,"$181,167",100%
"1,411",Kireedam,"$181,001",-,-,"$181,001",100%
"1,412",Strangers,"$179,827",-,-,"$179,827",100%
"1,413",The Inner Life of Martin Frost,"$179,443","$5,114",2.8%,"$174,329",97.2%
"1,414",Smiley Face,"$179,381","$9,397",5.2%,"$169,984",94.8%
"1,415",Scream of the Ants,"$178,921",-,-,"$178,921",100%
