Rank,Release Group,Worldwide,Domestic,%,Foreign,%
"1,819",40.0,"$45,370",-,-,"$45,370",100%
"1,820",Pocong 2,"$45,365",-,-,"$45,365",100%
"1,821",Driving with My Wife's Lover,"$45,136",-,-,"$45,136",100%
"1,822",Cinta Yang Satu,"$45,070",-,-,"$45,070",100%
"1,823",My DNA Says I Love You,"$44,944",-,-,"$44,944",100%
"1,824",Installation of Love,"$44,207",-,-,"$44,207",100%
"1,825",With the Girl of Black Soil,"$43,912",-,-,"$43,912",100%
"1,826",Callas assoluta,"$43,890",-,-,"$43,890",100%
"1,827",Aura,"$43,842",-,-,"$43,842",100%
"1,828",Altered,"$43,836",-,-,"$43,836",100%
"1,829",Ghost of Mae Nak 2007 Re-release,"$43,587",-,-,"$43,587",100%
"1,830",Lost Soul in the Ancient House,"$43,189",-,-,"$43,189",100%
"1,831",Le plus beau jour de ma vie 2007 Re-release,"$43,002",-,-,"$43,002",100%
"1,832",Valerie,"$42,885",-,-,"$42,885",100%
"1,833",Be with Me 2007 Re-release,"$42,854",-,-,"$42,854",100%
"1,834",Tekkonkinkreet,"$42,840","$6,000",14%,"$36,840",86%
"1,835",White Palms,"$42,630",-,-,"$42,630",100%
"1,836",Seamstresses,"$42,555",-,-,"$42,555",100%
"1,837",Moving McAllister,"$42,538","$42,538",100%,-,-
"1,838",GG 19 - Eine Reise durch Deutschland in 19 Artikeln,"$42,414",-,-,"$42,414",100%
"1,839",The Battle of Algiers 2007 Re-release,"$42,117",-,-,"$42,117",100%
"1,840",Don't Make Any Plans for Tonight,"$41,993",-,-,"$41,993",100%
"1,841",Podo-namulul be-a-ra,"$41,881",-,-,"$41,881",100%
"1,842",Schroeder's Wonderful World,"$41,848",-,-,"$41,848",100%
"1,843",Naan Avanillai,"$41,836",-,-,"$41,836",100%
"1,844",Twice Upon a Yesterday 2007 Re-release,"$41,591",-,-,"$41,591",100%
"1,845",Hidden Faces,"$41,485",-,-,"$41,485",100%
"1,846",A Coragem De Amar,"$41,411",-,-,"$41,411",100%
"1,847",Equinoccio y la pirámide mágica,"$41,183",-,-,"$41,183",100%
"1,848",Chaem peon e pak,"$41,134",-,-,"$41,134",100%
"1,849",Colma: The Musical,"$41,131","$41,131",100%,-,-
"1,850",Canvas,"$41,010","$35,630",86.9%,"$5,380",13.1%
"1,851",Opening Night,"$40,845",-,-,"$40,845",100%
"1,852",Die Söhne,"$40,649",-,-,"$40,649",100%
"1,853",Yiddish Theater: A Love Story,"$40,182","$40,182",100%,-,-
"1,854",Domino 2007 Re-release,"$40,126",-,-,"$40,126",100%
"1,855",Ganges: River to Heaven,"$39,716",-,-,"$39,716",100%
"1,856",Falafel,"$39,615",-,-,"$39,615",100%
"1,857",Vienna's Lost Daughters,"$39,401",-,-,"$39,401",100%
"1,858",Castle in the Sky 2007 Re-release,"$39,354",-,-,"$39,354",100%
"1,859",Small Engine Repair,"$39,280",-,-,"$39,280",100%
"1,860",Sea of Dreams 2007 Re-release,"$39,200","$39,200",100%,-,-
"1,861",13 m²,"$39,021",-,-,"$39,021",100%
"1,862",The Life of Reilly,"$38,960","$38,960",100%,-,-
"1,863",It's Breaking News,"$38,636",-,-,"$38,636",100%
"1,864",My Brother's Summer,"$38,405",-,-,"$38,405",100%
"1,865",The Real Dirt on Farmer John 2007 Re-release,"$38,285",-,-,"$38,285",100%
"1,866",Just Trust 2007 Re-release,"$38,117",-,-,"$38,117",100%
"1,867",Elisabeth Kübler-Ross: Facing Death 2007 Re-release,"$38,065",-,-,"$38,065",100%
"1,868",In the Arms of My Enemy,"$38,001",-,-,"$38,001",100%
"1,869",Moondance Alexander,"$37,895","$37,895",100%,-,-
"1,870",Forgive and Forget,"$37,790",-,-,"$37,790",100%
"1,871",Khadak,"$37,781","$3,139",8.3%,"$34,642",91.7%
"1,872",My Love is Forever,"$37,774",-,-,"$37,774",100%
"1,873",Evo Pueblo,"$37,576",-,-,"$37,576",100%
"1,874",Back to Normandy,"$37,430",$503,1.3%,"$36,927",98.7%
"1,875",Agi and Emma,"$37,411",-,-,"$37,411",100%
"1,876",Ticalosii,"$37,402",-,-,"$37,402",100%
"1,877",Oram Po,"$37,359",-,-,"$37,359",100%
"1,878",Raising Flagg,"$37,329","$4,130",11.1%,"$33,199",88.9%
"1,879",The Wicker Man,"$37,310",-,-,"$37,310",100%
"1,880",Zum Abschied Mozart,"$37,088",-,-,"$37,088",100%
"1,881",La gran final 2007 Re-release,"$37,014",-,-,"$37,014",100%
"1,882",Madeinusa 2007 Re-release,"$36,890",-,-,"$36,890",100%
"1,883",Jan Dara 2007 Re-release,"$36,786",-,-,"$36,786",100%
"1,884",Blind Mountain,"$36,615","$13,164",36%,"$23,451",64%
"1,885",Fiesta Patria,"$36,448",-,-,"$36,448",100%
"1,886",Sigur Rós: Heima,"$36,229",-,-,"$36,229",100%
"1,887",Dupa ea,"$36,225",-,-,"$36,225",100%
"1,888",Day Night Day Night,"$35,933","$31,856",88.7%,"$4,077",11.3%
"1,889",The Unpolished,"$35,920",-,-,"$35,920",100%
"1,890",Fighting Words,"$35,688","$35,688",100%,-,-
"1,891",The Visible and the Invisible,"$35,682",-,-,"$35,682",100%
"1,892",Keeping Watch,"$35,661",-,-,"$35,661",100%
"1,893",Black Horses,"$35,576",-,-,"$35,576",100%
"1,894",A Clockwork Orange 2007 Re-release,"$35,485",-,-,"$35,485",100%
"1,895",Almost Love 2007 Re-release,"$35,452",-,-,"$35,452",100%
"1,896",The Wonder Years,"$35,412",-,-,"$35,412",100%
"1,897",Last Tango in Paris 2007 Re-release,"$35,290",-,-,"$35,290",100%
"1,898",Nam Naadu,"$35,248",-,-,"$35,248",100%
"1,899",The White Silk Dress,"$35,246",-,-,"$35,246",100%
"1,900",Civico zero,"$35,233",-,-,"$35,233",100%
"1,901",Tepuy - Cetsa do hlbin zeme,"$35,170",-,-,"$35,170",100%
"1,902",Magic Boy,"$35,107",-,-,"$35,107",100%
"1,903",Kept and Dreamless,"$35,077",-,-,"$35,077",100%
"1,904",Bon Jovi: Lost Highway - The Concert,"$35,000","$35,000",100%,-,-
"1,905",Head-On 2007 Re-release,"$34,940",-,-,"$34,940",100%
"1,906",Manikanda,"$34,878",-,-,"$34,878",100%
"1,907",Judgement,"$34,731",-,-,"$34,731",100%
"1,908",Tickets 2007 Re-release,"$34,706",-,-,"$34,706",100%
"1,909",Ocean Wonderland 2007 Re-release,"$34,600",-,-,"$34,600",100%
"1,910",Jeder siebte Mensch,"$34,589",-,-,"$34,589",100%
"1,911",Closely Watched Trains,"$34,198",-,-,"$34,198",100%
"1,912",Cronicas 2007 Re-release,"$34,171",-,-,"$34,171",100%
"1,913",1:1,"$34,061",-,-,"$34,061",100%
"1,914",Aalwar,"$34,035",-,-,"$34,035",100%
"1,915",Your Mommy Kills Animals!,"$34,000","$34,000",100%,-,-
"1,916",Viyaabari,"$33,824",-,-,"$33,824",100%
"1,917",Itty Bitty Titty Committee,"$33,723","$18,445",54.7%,"$15,278",45.3%
"1,918",Satham Podathey,"$33,667",-,-,"$33,667",100%
"1,919",Desert Dream,"$33,377",-,-,"$33,377",100%
"1,920",Listening To The Silence,"$33,372",-,-,"$33,372",100%
"1,921",Falling for Grace,"$33,060","$33,060",100%,-,-
"1,922",Feed,"$33,004",-,-,"$33,004",100%
"1,923",Casket for Hire,"$32,988",-,-,"$32,988",100%
"1,924",Innocent Voices 2007 Re-release,"$32,972",-,-,"$32,972",100%
"1,925",Local Color,"$32,788","$32,788",100%,-,-
"1,926",Gung buk,"$32,744",-,-,"$32,744",100%
"1,927",Controlled Chaos 2007 Re-release,"$32,740","$32,740",100%,-,-
"1,928",The Ghost,"$32,657",-,-,"$32,657",100%
"1,929",Life Kills Me,"$32,643",-,-,"$32,643",100%
"1,930",Entre adultes,"$32,561",-,-,"$32,561",100%
"1,931",Easy 2007 Re-release,"$32,236",-,-,"$32,236",100%
"1,932",Mezcal,"$32,224",-,-,"$32,224",100%
"1,933",Sacco and Vanzetti,"$32,203","$32,203",100%,-,-
"1,934",Winterland,"$31,959",-,-,"$31,959",100%
"1,935",Argentina latente,"$31,599",-,-,"$31,599",100%
"1,936",Dreams,"$31,572",-,-,"$31,572",100%
"1,937",Mr. Average,"$31,547",-,-,"$31,547",100%
"1,938",Forever,"$31,502","$31,502",100%,-,-
"1,939",Lili's Apron 2007 Re-release,"$31,422",-,-,"$31,422",100%
"1,940",Milky Way Liberation Front,"$31,300",-,-,"$31,300",100%
"1,941",Funny Money,"$31,290","$2,844",9.1%,"$28,446",90.9%
"1,942",Call Me Elisabeth,"$31,094",-,-,"$31,094",100%
"1,943",A Ton of Luck,"$31,009",-,-,"$31,009",100%
"1,944",Companies,"$30,950",-,-,"$30,950",100%
"1,945",La Chinoise,"$30,857","$30,857",100%,-,-
"1,946",All My Friends Are Leaving Brisbane,"$30,772",-,-,"$30,772",100%
"1,947",Malam Jumat Kliwon,"$30,711",-,-,"$30,711",100%
"1,948",Mazu,"$30,647",-,-,"$30,647",100%
"1,949",Muero por Muriel,"$30,483",-,-,"$30,483",100%
"1,950",La cáscara,"$30,349",-,-,"$30,349",100%
"1,951",Game,"$30,334",-,-,"$30,334",100%
"1,952",Time to Die,"$30,322",-,-,"$30,322",100%
"1,953",Chungking Express 2007 Re-release,"$30,312",-,-,"$30,312",100%
"1,954",Panga Naa Lo,"$30,108",-,-,"$30,108",100%
"1,955",Before the Summer Passes Away,"$30,063",-,-,"$30,063",100%
"1,956",Il lupo,"$30,033",-,-,"$30,033",100%
"1,957",Korolyov,"$30,027",-,-,"$30,027",100%
"1,958",Mineurs,"$29,916",-,-,"$29,916",100%
"1,959",Yarik,"$29,869",-,-,"$29,869",100%
"1,960",Le courage d'aimer 2007 Re-release,"$29,868",-,-,"$29,868",100%
"1,961",O Engenho de Zé Lins,"$29,824",-,-,"$29,824",100%
"1,962",My Faraway Bride,"$29,655",-,-,"$29,655",100%
"1,963",Footskating 101 - The Movie,"$29,612",-,-,"$29,612",100%
"1,964",Sevgilim Istanbul,"$29,572",-,-,"$29,572",100%
"1,965",Brave,"$29,467",-,-,"$29,467",100%
"1,966",Poisoned by Polonium: The Litvinenko File,"$29,467","$5,080",17.2%,"$24,387",82.8%
"1,967",Fireworks Wednesday,"$29,362",-,-,"$29,362",100%
"1,968",Solos,"$29,331",-,-,"$29,331",100%
"1,969",The Silly Age,"$29,319",-,-,"$29,319",100%
"1,970",The Equator (2007),"$29,136",-,-,"$29,136",100%
"1,971",Billy Liar,"$29,066",-,-,"$29,066",100%
"1,972",Metropolis 2007 Re-release,"$28,779","$28,779",100%,-,-
"1,973",The Railroad,"$28,737",-,-,"$28,737",100%
"1,974",Full Moon Day,"$28,460",-,-,"$28,460",100%
"1,975",Alaska.de,"$28,433",-,-,"$28,433",100%
"1,976",Javanese Opera,"$28,427",-,-,"$28,427",100%
"1,977",Sunflower,"$28,146","$23,919",85%,"$4,227",15%
"1,978",The Sperm,"$28,125",-,-,"$28,125",100%
"1,979",Leaps and Bounds,"$27,963",-,-,"$27,963",100%
"1,980",Slipstream,"$27,769","$8,965",32.3%,"$18,804",67.7%
"1,981",Fragments of Antonin,"$27,765",-,-,"$27,765",100%
"1,982",La león,"$27,765","$1,708",6.2%,"$26,057",93.8%
"1,983",Time for Women,"$27,265",-,-,"$27,265",100%
"1,984",Law of Desire 2007 Re-release,"$27,233",-,-,"$27,233",100%
"1,985",Mr. Hot Mr. Kool,"$27,120",-,-,"$27,120",100%
"1,986",Gringo Wedding,"$26,946","$26,946",100%,-,-
"1,987",The Free Will,"$26,874",-,-,"$26,874",100%
"1,988",Say That You Love Me 2007 Re-release,"$26,819",-,-,"$26,819",100%
"1,989",Illuminata 2007 Re-release,"$26,731",-,-,"$26,731",100%
"1,990","Uno por ciento, esquizofrenia","$26,545",-,-,"$26,545",100%
"1,991",It Happened Just Before,"$26,533",-,-,"$26,533",100%
"1,992",Beijing Bubbles,"$26,529",-,-,"$26,529",100%
"1,993",Zeynep'in sekiz günü,"$26,423",-,-,"$26,423",100%
"1,994",My Xianggelila,"$26,420",-,-,"$26,420",100%
"1,995",Sajna Ve Sajna,"$26,360",-,-,"$26,360",100%
"1,996",Callas Forever 2007 Re-release,"$26,150",-,-,"$26,150",100%
"1,997",Wholetrain,"$26,014",-,-,"$26,014",100%
"1,998",Hood of Horror,"$25,900","$25,900",100%,-,-
"1,999",The Island,"$25,773",-,-,"$25,773",100%
"2,000",Stephanie Daley,"$25,751","$25,751",100%,-,-
"2,001",Colic: The Movie 2007 Re-release,"$25,692",-,-,"$25,692",100%
"2,002",Música nocturna,"$25,650",-,-,"$25,650",100%
"2,003",I Wish,"$25,579",-,-,"$25,579",100%
"2,004",Naked Boys Singing!,"$25,526","$25,526",100%,-,-
"2,005",Falling,"$25,484",$509,2%,"$24,975",98%
"2,006",Três Irmãos de Sangue,"$25,457",-,-,"$25,457",100%
"2,007",Een manier om thuis te komen - Umoja live,"$25,445",-,-,"$25,445",100%
"2,008",Lake of Fire,"$25,317","$25,317",100%,-,-
"2,009",Badland,"$25,309","$1,924",7.6%,"$23,385",92.4%
"2,010",Mad Hot Ballroom 2007 Re-release,"$25,285",-,-,"$25,285",100%
"2,011",Voices,"$25,270",-,-,"$25,270",100%
"2,012",The Devil's Backbone 2007 Re-release,"$25,191",-,-,"$25,191",100%
"2,013",I Really Hate My Job,"$25,135",-,-,"$25,135",100%
"2,014",Back in Business,"$25,060",-,-,"$25,060",100%
"2,015",The Monastery: Mr. Vig and the Nun,"$25,049",-,-,"$25,049",100%
"2,016",Jade Warrior,"$24,978",-,-,"$24,978",100%
"2,017",It's All About Love 2007 Re-release,"$24,933",-,-,"$24,933",100%
"2,018",Hannah Takes the Stairs,"$24,869","$22,815",91.7%,"$2,054",8.3%
"2,019","Hermes Phettberg, Elender","$24,849",-,-,"$24,849",100%
"2,020",The Deer Hunter 2007 Re-release,"$24,739",-,-,"$24,739",100%
"2,021",Not Here to Be Loved 2007 Re-release,"$24,724",-,-,"$24,724",100%
"2,022",Dreaming Lhasa,"$24,523","$21,504",87.7%,"$3,019",12.3%
"2,023",Fyra fruar och en man,"$24,472",-,-,"$24,472",100%
"2,024",La influencia,"$24,284",-,-,"$24,284",100%
"2,025",Time Out 2007 Re-release,"$24,221",-,-,"$24,221",100%
"2,026",I'll Believe You,"$24,110","$24,110",100%,-,-
"2,027",Kamome Diner,"$24,091",-,-,"$24,091",100%
"2,028",Das Dorforchester,"$24,037",-,-,"$24,037",100%
"2,029",Hantu,"$23,827",-,-,"$23,827",100%
"2,030",Rapid Blind Date,"$23,771",-,-,"$23,771",100%
"2,031",Loft,"$23,703",-,-,"$23,703",100%
"2,032",Princess,"$23,675",-,-,"$23,675",100%
"2,033",Kattradhu Thamizh,"$23,665",-,-,"$23,665",100%
"2,034",Arnolds Park,"$23,616","$23,616",100%,-,-
"2,035",Meine liebe Republik,"$23,514",-,-,"$23,514",100%
"2,036",The Sensation of Sight,"$23,457","$23,457",100%,-,-
"2,037",First Love,"$23,378",-,-,"$23,378",100%
"2,038",El salto de Christian,"$23,219",-,-,"$23,219",100%
"2,039",Gabriel's Voice,"$22,947",-,-,"$22,947",100%
"2,040",Reflections,"$22,741",-,-,"$22,741",100%
"2,041",Play 2007 Re-release,"$22,737",-,-,"$22,737",100%
"2,042",Poultrygeist: Night of the Chicken Dead,"$22,623","$13,804",61%,"$8,819",39%
"2,043",Pachaikili Muthucharam,"$22,496",-,-,"$22,496",100%
"2,044",The Spectator 2007 Re-release,"$22,435",-,-,"$22,435",100%
"2,045",Un retrato de Diego,"$22,328",-,-,"$22,328",100%
"2,046",Boys of Tomorrow,"$22,322",-,-,"$22,322",100%
"2,047",Edison 2007 Re-release,"$22,261",-,-,"$22,261",100%
"2,048",Sympathy for Mr. Vengeance 2007 Re-release,"$22,213",-,-,"$22,213",100%
"2,049",Aus der Zeit,"$22,175",-,-,"$22,175",100%
"2,050",Rails & Ties,"$22,136","$22,136",100%,-,-
"2,051",Great World of Sound,"$22,011","$22,011",100%,-,-
"2,052",The Sign,"$22,008",-,-,"$22,008",100%
"2,053",Zang li zha (FIT) ren,"$21,940",-,-,"$21,940",100%
"2,054",The Great New Wonderful 2007 Re-release,"$21,913",-,-,"$21,913",100%
"2,055",The Sky Turns 2007 Re-release,"$21,770",-,-,"$21,770",100%
"2,056",Helvetica,"$21,680",-,-,"$21,680",100%
"2,057",Czech Dream 2007 Re-release,"$21,603","$21,603",100%,-,-
"2,058",Amour-Legende,"$21,582",-,-,"$21,582",100%
"2,059",Dr. Bronner's Magic Soapbox,"$21,579","$21,579",100%,-,-
"2,060",Imaginary Witness: Hollywood and the Holocaust,"$21,507","$21,507",100%,-,-
"2,061",Il punto rosso,"$21,273",-,-,"$21,273",100%
"2,062",Ten Nights of Dreams,"$21,272",-,-,"$21,272",100%
"2,063",God Willing,"$21,086",-,-,"$21,086",100%
"2,064",Rumpelstilzchen,"$21,041",-,-,"$21,041",100%
"2,065",The Twilight Samurai 2007 Re-release,"$20,982",-,-,"$20,982",100%
"2,066",The Wayward Cloud 2007 Re-release,"$20,880",-,-,"$20,880",100%
"2,067",The Tripper,"$20,840","$20,840",100%,-,-
"2,068",Meeting Resistance,"$20,616","$20,616",100%,-,-
"2,069",Armenia 2007 Re-release,"$20,558",-,-,"$20,558",100%
"2,070",Crossing the Line,"$20,429","$9,258",45.3%,"$11,171",54.7%
"2,071",Larks on a String,"$20,378",-,-,"$20,378",100%
"2,072",The Beheaded Rooster,"$20,322",-,-,"$20,322",100%
"2,073",SoloMetro,"$20,295",-,-,"$20,295",100%
"2,074",Der Räuber Hotzenplotz,"$20,288",-,-,"$20,288",100%
"2,075",Kinoautomat,"$20,184",-,-,"$20,184",100%
"2,076",Flying: Confessions of a Free Woman,"$20,157","$20,157",100%,-,-
"2,077",Zizek! 2007 Re-release,"$20,154",-,-,"$20,154",100%
"2,078",Thirteenth Floor,"$20,146",-,-,"$20,146",100%
"2,079",Dirty Laundry,"$20,138","$20,138",100%,-,-
"2,080",The Deal 2007 Re-release,"$20,035",-,-,"$20,035",100%
"2,081",Seachd: The Inaccessible Pinnacle,"$19,978",-,-,"$19,978",100%
"2,082",Septiembres,"$19,907",-,-,"$19,907",100%
"2,083",L'iceberg,"$19,789","$19,789",100%,-,-
"2,084",Tiandigaobai,"$19,646",-,-,"$19,646",100%
"2,085",La Vida en corto,"$19,523",-,-,"$19,523",100%
"2,086",The Last Great American Picture Show,"$19,433",-,-,"$19,433",100%
"2,087",Everything's Gone Green,"$19,373","$19,373",100%,-,-
"2,088",Wild Tigers I Have Known,"$19,351","$9,946",51.4%,"$9,405",48.6%
"2,089",Marock 2007 Re-release,"$19,349",-,-,"$19,349",100%
"2,090",Mana: Beyond Belief,"$19,346",-,-,"$19,346",100%
"2,091",Great Expectations 2007 Re-release,"$19,329",-,-,"$19,329",100%
"2,092",Seawards Journey,"$19,225",-,-,"$19,225",100%
"2,093",City Lights 2007 Re-release,"$19,181","$19,181",100%,-,-
"2,094",Out of This World,"$19,062",-,-,"$19,062",100%
"2,095",Argentine Baba,"$19,021",-,-,"$19,021",100%
"2,096",Steal a Pencil for Me,"$18,918","$18,918",100%,-,-
"2,097",What Love Is,"$18,901","$18,901",100%,-,-
"2,098",Shooting Silvio,"$18,781",-,-,"$18,781",100%
"2,099",ABDO Mawasem,"$18,748",-,-,"$18,748",100%
"2,100",The Little Girl Who Conquered Time,"$18,703",-,-,"$18,703",100%
"2,101",Garçon stupide 2007 Re-release,"$18,697",-,-,"$18,697",100%
"2,102",When Father Was Away on Business 2007 Re-release,"$18,620",-,-,"$18,620",100%
"2,103",One to Another,"$18,435","$18,435",100%,-,-
"2,104",McCabe & Mrs. Miller 2007 Re-release,"$18,372",-,-,"$18,372",100%
"2,105",Winter Solstice 2007 Re-release,"$18,262",-,-,"$18,262",100%
"2,106",Hamburger Lektionen,"$18,239",-,-,"$18,239",100%
"2,107",On dirait que...,"$18,232",-,-,"$18,232",100%
"2,108",Polnoe dykhanie,"$18,127",-,-,"$18,127",100%
"2,109",Pactar amb el gat,"$18,009",-,-,"$18,009",100%
"2,110",Sex & Philosophy 2007 Re-release,"$17,935",-,-,"$17,935",100%
"2,111",Anna & Anna,"$17,924",-,-,"$17,924",100%
"2,112","Piccolo, Saxo et compagnie 2007 Re-release","$17,916",-,-,"$17,916",100%
"2,113",Francis Bacon,"$17,914",-,-,"$17,914",100%
"2,114",Clash of Egos,"$17,851",-,-,"$17,851",100%
"2,115",Blue Bloods,"$17,678",-,-,"$17,678",100%
"2,116",Happy New Year London,"$17,460",-,-,"$17,460",100%
"2,117",Suna,"$17,456",-,-,"$17,456",100%
"2,118",Return of the Storks,"$17,423",-,-,"$17,423",100%
"2,119",A Wrecked Filmmaker,"$17,235",-,-,"$17,235",100%
"2,120",Who's That Knocking at My Door?,"$17,203",-,-,"$17,203",100%
"2,121",My Brother's Wedding,"$17,197","$8,217",47.8%,"$8,980",52.2%
"2,122",Beijing Taxi Driver,"$17,168",-,-,"$17,168",100%
"2,123",Torrente 3: El protector 2007 Re-release,"$16,975",-,-,"$16,975",100%
"2,124",Hermanos Oligor,"$16,924",-,-,"$16,924",100%
"2,125",Machakkaaran,"$16,886",-,-,"$16,886",100%
"2,126",Seven Days,"$16,791","$16,791",100%,-,-
"2,127",Lichter Mannheims,"$16,723",-,-,"$16,723",100%
"2,128",Edvard Munch 2007 Re-release,"$16,705",-,-,"$16,705",100%
"2,129",Free Zone 2007 Re-release,"$16,691",-,-,"$16,691",100%
"2,130",American Cannibal,"$16,566","$16,566",100%,-,-
"2,131",True North,"$16,549",-,-,"$16,549",100%
"2,132","La Commune (Paris, 1871) 2007 Re-release","$16,301",-,-,"$16,301",100%
"2,133",Guido che sfidò le Brigate Rosse,"$16,282",-,-,"$16,282",100%
"2,134",Drawing Restraint 9 2007 Re-release,"$16,266",-,-,"$16,266",100%
"2,135",Frozen Days,"$16,187",-,-,"$16,187",100%
"2,136",La línea recta,"$16,158",-,-,"$16,158",100%
"2,137",Look,"$16,136","$16,136",100%,-,-
"2,138",At Five in the Afternoon,"$16,114",-,-,"$16,114",100%
"2,139",Captive 2007 Re-release,"$16,081",-,-,"$16,081",100%
"2,140",The Go Master,"$16,004",-,-,"$16,004",100%
"2,141",At Five in the Afternoon 2007 Re-release,"$15,968",-,-,"$15,968",100%
"2,142",The Schoolgirl's Diary,"$15,770",-,-,"$15,770",100%
"2,143",9 Songs 2007 Re-release,"$15,685",-,-,"$15,685",100%
"2,144",Quiet City,"$15,610","$15,610",100%,-,-
"2,145",Seena Thana,"$15,490",-,-,"$15,490",100%
"2,146",The Sacrifice,"$15,390",-,-,"$15,390",100%
"2,147",Partition,"$15,351",-,-,"$15,351",100%
"2,148",The Hawk Is Dying,"$15,285","$7,006",45.8%,"$8,279",54.2%
"2,149",Riding Up Front,"$15,283",-,-,"$15,283",100%
"2,150",Painted Fire 2007 Re-release,"$15,245",-,-,"$15,245",100%
"2,151",Descent,"$15,233","$15,233",100%,-,-
"2,152",Sisters in Law 2007 Re-release,"$15,214",-,-,"$15,214",100%
"2,153",Der große Navigator,"$15,196",-,-,"$15,196",100%
"2,154",The Gigolos,"$15,163",-,-,"$15,163",100%
"2,155",El inmigrante,"$15,100","$15,100",100%,-,-
"2,156",Deutschland privat 2 - Im Land der bunten Träume,"$15,044",-,-,"$15,044",100%
"2,157",Der Mann von der Botschaft,"$15,006",-,-,"$15,006",100%
"2,158",The Elephant on the Bike,"$14,828",-,-,"$14,828",100%
"2,159",Mann Kvinne Kaffe,"$14,784",-,-,"$14,784",100%
"2,160",Crash Road,"$14,710",-,-,"$14,710",100%
"2,161",One Piece: Nakama o Hikihanasu Kiteki! Hashiridasu Umi Ressha,"$14,586",-,-,"$14,586",100%
"2,162",Segretario particolare,"$14,582",-,-,"$14,582",100%
"2,163",I Saw a Beast,"$14,511",-,-,"$14,511",100%
"2,164",Elbe,"$14,485",-,-,"$14,485",100%
"2,165",Estrellas,"$14,426",-,-,"$14,426",100%
"2,166",Desert Bayou,"$14,350","$14,350",100%,-,-
"2,167",Utopía 2007 Re-release,"$14,168",-,-,"$14,168",100%
"2,168",500 Almas,"$13,975",-,-,"$13,975",100%
"2,169",And Then Came Love,"$13,944","$13,944",100%,-,-
"2,170",Io non c'entro,"$13,908",-,-,"$13,908",100%
"2,171",Cut Sleeve Boys,"$13,875","$13,875",100%,-,-
"2,172",Macbeth,"$13,870","$9,613",69.3%,"$4,257",30.7%
"2,173",Protagonist,"$13,850","$13,850",100%,-,-
"2,174",Live Free or Die,"$13,836","$13,836",100%,-,-
"2,175",Khanna & Iyer,"$13,787",-,-,"$13,787",100%
"2,176",Love for Sale,"$13,703","$13,703",100%,-,-
"2,177","Anthony, Warrior of God 2007 Re-release","$13,644",-,-,"$13,644",100%
"2,178",L'héritage,"$13,598",-,-,"$13,598",100%
"2,179",Victor Victoria 2007 Re-release,"$13,593",-,-,"$13,593",100%
"2,180",Zay Al Hawa,"$13,575",-,-,"$13,575",100%
"2,181",Red Needles 2007 Re-release,"$13,515",-,-,"$13,515",100%
"2,182",Ninaithu Ninaithu Parthen,"$13,464",-,-,"$13,464",100%
"2,183",The Old Summer Palace,"$13,419",-,-,"$13,419",100%
"2,184",West,"$13,417",-,-,"$13,417",100%
"2,185",Hazard,"$13,407",-,-,"$13,407",100%
"2,186",The Saragossa Manuscript,"$13,377",-,-,"$13,377",100%
"2,187",On Probation 2007 Re-release,"$13,355",-,-,"$13,355",100%
"2,188",Mein Ek Din Laut Kay Aaoon Ga,"$13,347",-,-,"$13,347",100%
"2,189",Looking for Comedy in the Muslim World 2007 Re-release,"$13,337",-,-,"$13,337",100%
"2,190",The Rules of Attraction 2007 Re-release,"$13,327",-,-,"$13,327",100%
"2,191",Agata and the Storm 2007 Re-release,"$13,269",-,-,"$13,269",100%
"2,192",Kalloori,"$13,230",-,-,"$13,230",100%
"2,193",Fade to Black 2007 Re-release,"$13,155",-,-,"$13,155",100%
"2,194",In My Father's Den 2007 Re-release,"$13,113",-,-,"$13,113",100%
"2,195",The Whore and the Whale 2007 Re-release,"$13,017",-,-,"$13,017",100%
"2,196",A Song For Argyris,"$12,996",-,-,"$12,996",100%
"2,197",Skid Marks,"$12,959","$12,959",100%,-,-
"2,198",Nadine,"$12,905",-,-,"$12,905",100%
"2,199",Rock Bottom,"$12,890","$12,890",100%,-,-
"2,200",Kontakt,"$12,787",-,-,"$12,787",100%
"2,201",Cobra Verde,"$12,702","$12,702",100%,-,-
"2,202",Not on the Lips 2007 Re-release,"$12,560",-,-,"$12,560",100%
"2,203",La mujer rota,"$12,557",-,-,"$12,557",100%
"2,204",Family Meeting,"$12,546",-,-,"$12,546",100%
"2,205",Let's Not Cry,"$12,520",-,-,"$12,520",100%
"2,206",Grupo Corpo 30 Anos - Uma Família Brasileira,"$12,495",-,-,"$12,495",100%
"2,207",Verführung von Engeln,"$12,379",-,-,"$12,379",100%
"2,208",Cold Waves,"$12,290",-,-,"$12,290",100%
"2,209",The Stroll,"$12,231",-,-,"$12,231",100%
"2,210",Man in the Chair,"$12,210",-,-,"$12,210",100%
"2,211",China Blue,"$12,185","$12,185",100%,-,-
"2,212",What the Snow Brings,"$12,113","$4,816",39.8%,"$7,297",60.2%
"2,213",Girl by Girl,"$12,071",-,-,"$12,071",100%
"2,214",Ouma se Slim Kind,"$12,005",-,-,"$12,005",100%
"2,215",Raging Bull 2007 Re-release,"$11,999",-,-,"$11,999",100%
"2,216",Mushiking: The Road to the Greatest Champion,"$11,989",-,-,"$11,989",100%
"2,217",Bright Future 2007 Re-release,"$11,980",-,-,"$11,980",100%
"2,218",People 2007 Re-release,"$11,900",-,-,"$11,900",100%
