Rank,Release Group,Worldwide,Domestic,%,Foreign,%
"1,569",Ainthaam Padai,"$58,865",-,-,"$58,865",100%
"1,570",Turistas 2009 Re-release,"$58,771",-,-,"$58,771",100%
"1,571",Four Seasons Lodge,"$58,334","$58,334",100%,-,-
"1,572",Ganz nah bei Dir,"$58,160",-,-,"$58,160",100%
"1,573",Trash,"$58,156",-,-,"$58,156",100%
"1,574",The End of Poverty?,"$57,805","$57,805",100%,-,-
"1,575",Yasnovidyashchaya,"$57,429",-,-,"$57,429",100%
"1,576",Wolfy,"$57,358",-,-,"$57,358",100%
"1,577",L'ultimo Pulcinella,"$56,978",-,-,"$56,978",100%
"1,578",Short Cut to Hollywood,"$56,652",-,-,"$56,652",100%
"1,579",Burrowing,"$56,388",-,-,"$56,388",100%
"1,580","Arropiero, el vagabundo de la muerte","$56,355",-,-,"$56,355",100%
"1,581",Wild Field,"$56,291",-,-,"$56,291",100%
"1,582",Changes,"$56,012",-,-,"$56,012",100%
"1,583",Destiny Ride 2009 Re-release,"$55,687",-,-,"$55,687",100%
"1,584",Kabuli kid,"$55,685",-,-,"$55,685",100%
"1,585",Finding Lenny,"$55,662",-,-,"$55,662",100%
"1,586",Z32,"$55,618",-,-,"$55,618",100%
"1,587",The Boys,"$55,513","$55,513",100%,-,-
"1,588",Neproshchennye,"$55,189",-,-,"$55,189",100%
"1,589",Yengeç oyunu,"$54,940",-,-,"$54,940",100%
"1,590",Fraulein Stinnes Travels the World,"$54,926",-,-,"$54,926",100%
"1,591",In a Dream,"$54,640","$54,640",100%,-,-
"1,592",Tracing Shadow,"$54,580",-,-,"$54,580",100%
"1,593",Give Me Your Hand,"$54,147","$3,601",6.7%,"$50,546",93.3%
"1,594",Broken Hill,"$54,058","$54,058",100%,-,-
"1,595",Kal Kissne Dekha,"$54,048","$24,625",45.6%,"$29,423",54.4%
"1,596",Circumstances,"$54,032",-,-,"$54,032",100%
"1,597",Bart Got a Room,"$53,760","$53,760",100%,-,-
"1,598",The Artist,"$53,503",-,-,"$53,503",100%
"1,599",The Last Report on Anna,"$53,460",-,-,"$53,460",100%
"1,600",Low Lights,"$53,369",-,-,"$53,369",100%
"1,601",The Girl by the Lake 2009 Re-release,"$53,320",-,-,"$53,320",100%
"1,602",Twisted Roots,"$52,943",-,-,"$52,943",100%
"1,603",Visual Acoustics,"$52,467","$52,467",100%,-,-
"1,604",Lost in Love,"$52,453","$52,453",100%,-,-
"1,605",Trucker,"$52,429","$52,429",100%,-,-
"1,606",Retribution 2009 Re-release,"$51,806",-,-,"$51,806",100%
"1,607",Cilgin Turkler: Gorev Somali,"$51,544",-,-,"$51,544",100%
"1,608",My Only Sunshine,"$51,414",-,-,"$51,414",100%
"1,609",Guru En Aalu,"$51,197",-,-,"$51,197",100%
"1,610",Seven Days Sunday,"$50,878",-,-,"$50,878",100%
"1,611",Mountain of Presious Stones Part 4,"$50,591",-,-,"$50,591",100%
"1,612",Milarepa 2009 Re-release,"$50,520",-,-,"$50,520",100%
"1,613",American Casino,"$50,437","$50,437",100%,-,-
"1,614",Overseas and Under Your Skin,"$50,180",-,-,"$50,180",100%
"1,615",Royal Kill,"$50,090","$50,090",100%,-,-
"1,616",Le combat dans l'île,"$50,039","$50,039",100%,-,-
"1,617",Ibrahim Labyad,"$49,699",-,-,"$49,699",100%
"1,618","Historias De Vino, Singani Y Alcoba","$49,445",-,-,"$49,445",100%
"1,619",The Miracle,"$49,160",-,-,"$49,160",100%
"1,620",I Am,"$49,110",-,-,"$49,110",100%
"1,621",Los bastardos 2009 Re-release,"$49,071",-,-,"$49,071",100%
"1,622",Chaos Theory 2009 Re-release,"$48,982",-,-,"$48,982",100%
"1,623",Vortex,"$48,969",-,-,"$48,969",100%
"1,624",Slaughter,"$48,968",-,-,"$48,968",100%
"1,625",Desierto adentro,"$48,966",-,-,"$48,966",100%
"1,626",Comatose,"$48,925",-,-,"$48,925",100%
"1,627",Dans tes bras,"$48,777",-,-,"$48,777",100%
"1,628",North by Northwest 2009 Re-release,"$48,611",-,-,"$48,611",100%
"1,629",L'auberge rouge 2009 Re-release,"$48,549",-,-,"$48,549",100%
"1,630","Morgen, ihr Luschen! Der Ausbilder-Schmidt-Film","$48,524",-,-,"$48,524",100%
"1,631",Fermat's Room 2009 Re-release,"$48,369",-,-,"$48,369",100%
"1,632",Krysha,"$48,359",-,-,"$48,359",100%
"1,633",Zomora,"$48,146",-,-,"$48,146",100%
"1,634",How About You 2009 Re-release,"$48,137",-,-,"$48,137",100%
"1,635",Blue Eyelids 2009 Re-release,"$48,093",-,-,"$48,093",100%
"1,636",Rabbit and Lizard,"$47,946",-,-,"$47,946",100%
"1,637",Setan Budeg,"$47,936",-,-,"$47,936",100%
"1,638",Laila's Birthday,"$47,622","$13,689",28.7%,"$33,933",71.3%
"1,639",Accident,"$47,514",-,-,"$47,514",100%
"1,640",Milk,"$47,427",-,-,"$47,427",100%
"1,641",New Town Killers,"$47,350",-,-,"$47,350",100%
"1,642",Parc,"$47,307",-,-,"$47,307",100%
"1,643",Hatid i bae,"$47,259",-,-,"$47,259",100%
"1,644",Pierrot le Fou 2009 Re-release,"$47,138",-,-,"$47,138",100%
"1,645",Little Indi,"$47,047",-,-,"$47,047",100%
"1,646",Collapse,"$46,964","$46,964",100%,-,-
"1,647",Helm Al Omr,"$46,961",-,-,"$46,961",100%
"1,648",Troll Hunters,"$46,669",-,-,"$46,669",100%
"1,649",DOA: Dead or Alive 2009 Re-release,"$46,640",-,-,"$46,640",100%
"1,650",Casi divas 2009 Re-release,"$46,612","$46,612",100%,-,-
"1,651",Beeswax,"$46,590","$46,590",100%,-,-
"1,652",William Kunstler: Disturbing the Universe,"$46,078","$46,078",100%,-,-
"1,653",Three Wishes,"$46,018",-,-,"$46,018",100%
"1,654",Dukan Shehata,"$46,010",-,-,"$46,010",100%
"1,655",Devil's Town,"$45,917",-,-,"$45,917",100%
"1,656",Mere Khwabon Mein Jo Aaye,"$45,625",-,-,"$45,625",100%
"1,657",Jodhaa Akbar 2009 Re-release,"$45,264",-,-,"$45,264",100%
"1,658",Mezuniyet,"$45,153",-,-,"$45,153",100%
"1,659",The Red Shadows,"$44,980",-,-,"$44,980",100%
"1,660",Yom-Pee-Poa,"$44,961",-,-,"$44,961",100%
"1,661",Malai Malai,"$44,871",-,-,"$44,871",100%
"1,662",Pressure Cooker,"$44,803","$44,803",100%,-,-
"1,663",La casa sulle nuvole,"$44,743",-,-,"$44,743",100%
"1,664",Cartas para Jenny,"$44,724",-,-,"$44,724",100%
"1,665",Lahzet Oonossat,"$44,676",-,-,"$44,676",100%
"1,666",Tears in the Attic,"$44,549",-,-,"$44,549",100%
"1,667",Krasue fad pob,"$44,540",-,-,"$44,540",100%
"1,668",Shrooms 2009 Re-release,"$43,939",-,-,"$43,939",100%
"1,669",Blood Appears,"$43,806",-,-,"$43,806",100%
"1,670",Parvas,"$43,800",-,-,"$43,800",100%
"1,671",Bela Noite Para Voar,"$43,755",-,-,"$43,755",100%
"1,672",The Golden Boys,"$43,600","$43,600",100%,-,-
"1,673",Unfair Competition 2009 Re-release,"$43,490",-,-,"$43,490",100%
"1,674",Reykjavik Whale Watching Massacre,"$43,476",-,-,"$43,476",100%
"1,675",Benim ve roz'un sonbahari,"$42,922",-,-,"$42,922",100%
"1,676",Vedikondu Murugesu,"$42,750",-,-,"$42,750",100%
"1,677",Around the World for Free,"$42,551",-,-,"$42,551",100%
"1,678",With a Girl of Himalaya,"$42,261",-,-,"$42,261",100%
"1,679",Phèdre,"$42,188",-,-,"$42,188",100%
"1,680","Good Morning, Aman","$42,032",-,-,"$42,032",100%
"1,681",We Live in Public,"$41,711","$41,711",100%,-,-
"1,682","La différence, c'est que c'est pas pareil","$41,203",-,-,"$41,203",100%
"1,683",Habana Blues 2009 Re-release,"$41,110",-,-,"$41,110",100%
"1,684",Koshechka,"$41,034",-,-,"$41,034",100%
"1,685",This Night,"$40,578",-,-,"$40,578",100%
"1,686",Herbe,"$40,548",-,-,"$40,548",100%
"1,687",Not Worth a Fig,"$40,366",-,-,"$40,366",100%
"1,688",Bliss 2009 Re-release,"$40,349","$40,349",100%,-,-
"1,689",Oishii Man,"$40,336",-,-,"$40,336",100%
"1,690",I am Happy,"$40,204",-,-,"$40,204",100%
"1,691","Karma, Confessions and Holi","$40,100",-,-,"$40,100",100%
"1,692",Better Things,"$40,034",-,-,"$40,034",100%
"1,693",Lyubov.ru,"$39,929",-,-,"$39,929",100%
"1,694",Shaban El Fares,"$39,846",-,-,"$39,846",100%
"1,695",Unusual Heroes,"$39,808",-,-,"$39,808",100%
"1,696",Wild Exploration Alive,"$39,765",-,-,"$39,765",100%
"1,697",Der gelbe Satin,"$39,718",-,-,"$39,718",100%
"1,698",Un lac,"$39,658",-,-,"$39,658",100%
"1,699",I Am Because We Are,"$39,648",-,-,"$39,648",100%
"1,700",Bandhobi,"$39,319",-,-,"$39,319",100%
"1,701",Fragments,"$39,171",-,-,"$39,171",100%
"1,702",Zion and His Brother,"$39,083",-,-,"$39,083",100%
"1,703",City of God 2009 Re-release,"$39,023",-,-,"$39,023",100%
"1,704",La Felicidad Completa,"$38,839",-,-,"$38,839",100%
"1,705",Naadodigal,"$38,695",-,-,"$38,695",100%
"1,706",Skate or Die 2009 Re-release,"$38,593",-,-,"$38,593",100%
"1,707",Mentiras piadosas,"$38,438",-,-,"$38,438",100%
"1,708",Small Change,"$38,296","$38,296",100%,-,-
"1,709",Marching Band,"$38,106",-,-,"$38,106",100%
"1,710",With the Girl of Black Soil 2009 Re-release,"$37,587",-,-,"$37,587",100%
"1,711",Bananas!*,"$36,955",-,-,"$36,955",100%
"1,712",Grimm Love 2009 Re-release,"$36,907",-,-,"$36,907",100%
"1,713",Uncertainty,"$36,689","$36,689",100%,-,-
"1,714",Tokyo Girl,"$36,518",-,-,"$36,518",100%
"1,715",Story of Jen,"$36,129",-,-,"$36,129",100%
"1,716",El hombre que corría tras el viento,"$36,014",-,-,"$36,014",100%
"1,717",Sounds Like Teen Spirit,"$35,768",-,-,"$35,768",100%
"1,718",Mundo alas,"$35,576",-,-,"$35,576",100%
"1,719",A Clockwork Orange 2009 Re-release,"$35,485",-,-,"$35,485",100%
"1,720",Zaza 2009 Re-release,"$35,320",-,-,"$35,320",100%
"1,721",Our City Dreams,"$34,972","$34,972",100%,-,-
"1,722",7915 Km,"$34,911",-,-,"$34,911",100%
"1,723",Helen,"$34,820",-,-,"$34,820",100%
"1,724",Van Diemen's Land,"$34,648",-,-,"$34,648",100%
"1,725",Papírkutyák,"$34,512",-,-,"$34,512",100%
"1,726",Sukalde kontuak,"$34,004",-,-,"$34,004",100%
"1,727",Brief Interviews with Hideous Men,"$33,745","$33,745",100%,-,-
"1,728",Shebh Monharef,"$33,560",-,-,"$33,560",100%
"1,729",Hassan Tayyara,"$33,551",-,-,"$33,551",100%
"1,730",Mississippi Mermaid,"$33,216","$33,216",100%,-,-
"1,731",Delta,"$33,180",-,-,"$33,180",100%
"1,732",Dance of Time,"$33,037",-,-,"$33,037",100%
"1,733","Pelléas et Mélisande, le chant des aveugles","$32,979",-,-,"$32,979",100%
"1,734",Ye Zhu Zou Ming Qu,"$32,911",-,-,"$32,911",100%
"1,735",L'uomo fiammifero,"$32,635",-,-,"$32,635",100%
"1,736",Fuel,"$32,465","$32,465",100%,-,-
"1,737",Masss,"$32,350",-,-,"$32,350",100%
"1,738",Heer Ranjha: A True Love Story,"$32,292",-,-,"$32,292",100%
"1,739",If Nothing Else Works Out,"$32,203",-,-,"$32,203",100%
"1,740",Pontypool,"$32,118","$3,865",12%,"$28,253",88%
"1,741",Gangster Girls,"$32,025",-,-,"$32,025",100%
"1,742",Beautiful,"$32,024",-,-,"$32,024",100%
"1,743",Devstvennost,"$31,631",-,-,"$31,631",100%
"1,744",Zone of the Dead,"$31,401",-,-,"$31,401",100%
"1,745",My Winnipeg 2009 Re-release,"$31,274",-,-,"$31,274",100%
"1,746",I'm Glad My Mother Is Alive,"$31,140","$8,705",28%,"$22,435",72%
"1,747",The Shadowless 2009 Re-release,"$31,124",-,-,"$31,124",100%
"1,748",The Elevator,"$31,121",-,-,"$31,121",100%
"1,749",Super Capers: The Origins of Ed and the Missing Bullion,"$30,955","$30,955",100%,-,-
"1,750",How to Be,"$30,945",-,-,"$30,945",100%
"1,751",Aladin,"$30,879",-,-,"$30,879",100%
"1,752",Descendents,"$30,775",-,-,"$30,775",100%
"1,753",Hunting Down Memory,"$30,224",-,-,"$30,224",100%
"1,754",American Swing,"$30,156","$30,156",100%,-,-
"1,755",The Windmill Movie,"$30,050","$30,050",100%,-,-
"1,756",The Pain,"$29,990",-,-,"$29,990",100%
"1,757",Henners Traum - Das größte Tourismusprojekt Europas,"$29,989",-,-,"$29,989",100%
"1,758",Manual of Love 2009 Re-release,"$29,945",-,-,"$29,945",100%
"1,759",The Invisible Woman,"$29,783",-,-,"$29,783",100%
"1,760",Izulu lami,"$29,453",-,-,"$29,453",100%
"1,761",Love at Seventh Sight,"$29,293",-,-,"$29,293",100%
"1,762",Las 13 rosas 2009 Re-release,"$29,222",-,-,"$29,222",100%
"1,763",How Much Further 2009 Re-release,"$29,218",-,-,"$29,218",100%
"1,764",Mesrine: Public Enemy No. 1,"$29,203",-,-,"$29,203",100%
"1,765",Pangarööv,"$29,195",-,-,"$29,195",100%
"1,766",Khalik Fe Hallak,"$29,100",-,-,"$29,100",100%
"1,767",Paris-Cinéma,"$29,085",-,-,"$29,085",100%
"1,768",Too Much Romance... It's Time for Stuffed Peppers,"$28,774",-,-,"$28,774",100%
"1,769",3 of Us,"$28,722",-,-,"$28,722",100%
"1,770",Streetballers,"$28,642","$28,642",100%,-,-
"1,771",Explicit Ills,"$28,564","$28,564",100%,-,-
"1,772",The Promise,"$28,511",-,-,"$28,511",100%
"1,773",Katalin Varga,"$28,399",-,-,"$28,399",100%
"1,774",The Twelfth Summer,"$28,158",-,-,"$28,158",100%
"1,775",Genoa,"$28,143",-,-,"$28,143",100%
"1,776",Scorpion 2009 Re-release,"$28,111",-,-,"$28,111",100%
"1,777",An American Affair,"$28,044","$28,044",100%,-,-
"1,778",Once Upon a Time in the West 2009 Re-release,"$27,629",-,-,"$27,629",100%
"1,779","Léon Morin, Priest","$27,567","$27,567",100%,-,-
"1,780",The Strange Case of Dr. Jekyll and Mr. Hyde 2009 Re-release,"$27,505",-,-,"$27,505",100%
"1,781",Demons of Cairo,"$27,361",-,-,"$27,361",100%
"1,782",Guest of Cindy Sherman,"$27,052","$27,052",100%,-,-
"1,783",Siddharth: The Prisoner,"$26,959",-,-,"$26,959",100%
"1,784",Breath 2009 Re-release,"$26,957",-,-,"$26,957",100%
"1,785",The Garden,"$26,931","$26,931",100%,-,-
"1,786",Hond se Dinges,"$26,868",-,-,"$26,868",100%
"1,787",Earth Days,"$26,748","$26,748",100%,-,-
"1,788",The Answer Man,"$26,676","$26,676",100%,-,-
"1,789",Bullying,"$26,486",-,-,"$26,486",100%
"1,790",The Way I Spent the End of the World 2009 Re-release,"$26,423",-,-,"$26,423",100%
"1,791",Shirin,"$26,302",-,-,"$26,302",100%
"1,792",Endgame,"$26,260","$9,645",36.7%,"$16,615",63.3%
"1,793",Two-Legged Horse,"$26,201",-,-,"$26,201",100%
"1,794",Perestroika,"$26,064","$26,064",100%,-,-
"1,795",Nursery University,"$26,042","$26,042",100%,-,-
"1,796",Glasses 2009 Re-release,"$25,448",-,-,"$25,448",100%
"1,797",Espiral,"$25,380",-,-,"$25,380",100%
"1,798",Menschen Träume Taten,"$25,286",-,-,"$25,286",100%
"1,799",Parque vía,"$25,186",-,-,"$25,186",100%
"1,800",National Theatre Live: All's Well That Ends Well,"$25,184",-,-,"$25,184",100%
"1,801",Gotta Dance,"$25,108","$25,108",100%,-,-
"1,802",Les vieux sont nerveux,"$24,939",-,-,"$24,939",100%
"1,803",Respect for Love,"$24,849",-,-,"$24,849",100%
"1,804",Little Alien,"$24,781",-,-,"$24,781",100%
"1,805",Die PARTEI,"$24,668",-,-,"$24,668",100%
"1,806",Animal Channel,"$24,570",-,-,"$24,570",100%
"1,807",Lucia di Lammermoor,"$24,472",-,-,"$24,472",100%
"1,808",Mothi Vilaiyadu,"$24,457",-,-,"$24,457",100%
"1,809",Coyote County Loser,"$24,375","$24,375",100%,-,-
"1,810",Ebbe: The Movie,"$24,299",-,-,"$24,299",100%
"1,811",Mejor que nunca,"$24,295",-,-,"$24,295",100%
"1,812",Surfwise 2009 Re-release,"$24,242",-,-,"$24,242",100%
"1,813",The Big Gay Musical,"$24,140","$24,140",100%,-,-
"1,814",Unspoken,"$24,138",-,-,"$24,138",100%
"1,815",Liverpool,"$24,029",-,-,"$24,029",100%
"1,816",Grbavica: The Land of My Dreams 2009 Re-release,"$23,859",-,-,"$23,859",100%
"1,817",Frequently Asked Questions About Time Travel,"$23,820",-,-,"$23,820",100%
"1,818",El Paso,"$23,530",-,-,"$23,530",100%
"1,819",Death in Love,"$23,412","$23,412",100%,-,-
"1,820","Antonio Vivaldi, un prince à Venise 2009 Re-release","$23,369",-,-,"$23,369",100%
"1,821",Ala Ganb Ya Asta,"$23,167",-,-,"$23,167",100%
"1,822",Du jour au lendemain 2009 Re-release,"$23,162",-,-,"$23,162",100%
"1,823",Hangtime,"$23,111",-,-,"$23,111",100%
"1,824",The Tribute to Pavarotti,"$23,044",-,-,"$23,044",100%
"1,825",My Sleeping Lover,"$22,913",-,-,"$22,913",100%
"1,826",Weather Girl,"$22,779","$22,779",100%,-,-
"1,827",Barry Lyndon,"$22,771",-,-,"$22,771",100%
"1,828",Mikano,"$22,613",-,-,"$22,613",100%
"1,829",If You Were Me 4,"$22,553",-,-,"$22,553",100%
"1,830",The Three Investigators and the Secret of Skeleton Island 2009 Re-release,"$22,505",-,-,"$22,505",100%
"1,831",Rojo Amarillo Verde,"$22,487",-,-,"$22,487",100%
"1,832",Golubka,"$22,464",-,-,"$22,464",100%
"1,833",Morris: A Life with Bells On,"$22,395",-,-,"$22,395",100%
"1,834",Downloading Nancy,"$22,282","$22,282",100%,-,-
"1,835",Cementerio de papel,"$22,209",-,-,"$22,209",100%
"1,836",Pete on the Way to Heaven,"$22,104",-,-,"$22,104",100%
"1,837",Don't Think About White Monkeys,"$22,095",-,-,"$22,095",100%
"1,838",Pour un fils,"$22,076",-,-,"$22,076",100%
"1,839",The Hands 2009 Re-release,"$22,072",-,-,"$22,072",100%
"1,840",Padikkathavan,"$22,058",-,-,"$22,058",100%
"1,841",God Bless Iceland,"$22,015",-,-,"$22,015",100%
"1,842",Home from Home,"$21,946",-,-,"$21,946",100%
"1,843",Broken Promise,"$21,923",-,-,"$21,923",100%
"1,844",Christoph Schlingensief - Die Piloten,"$21,792",-,-,"$21,792",100%
"1,845",Die dünnen Mädchen,"$21,777",-,-,"$21,777",100%
"1,846",Nucingen House,"$21,618",-,-,"$21,618",100%
"1,847",Tale in the Darkness,"$21,577",-,-,"$21,577",100%
"1,848",Just Friends,"$21,338",-,-,"$21,338",100%
"1,849",Die dünnen Mädchen 2009 Re-release,"$21,030",-,-,"$21,030",100%
"1,850",The Merchants of Bollywood,"$20,691",-,-,"$20,691",100%
"1,851",Zeytinin hayali,"$20,673",-,-,"$20,673",100%
"1,852",Fantasma de Buenos Aires,"$20,657",-,-,"$20,657",100%
"1,853",Walt & El Grupo,"$20,521","$20,521",100%,-,-
"1,854",Bad Luck Govind,"$20,470",-,-,"$20,470",100%
"1,855",Dr. Alemán 2009 Re-release,"$20,337",-,-,"$20,337",100%
"1,856",Love at First Hiccup,"$20,313",-,-,"$20,313",100%
"1,857",Perestroika: Reconstruction of a Flat,"$20,295",-,-,"$20,295",100%
"1,858",If I Die Tonight,"$20,214","$20,214",100%,-,-
"1,859","Mitgefühl, Weisheit und Humor","$20,190",-,-,"$20,190",100%
"1,860",Espelho Mágico,"$20,175",-,-,"$20,175",100%
"1,861",A Wink and a Smile,"$20,169","$20,169",100%,-,-
"1,862",Maria am Wasser,"$20,143",-,-,"$20,143",100%
"1,863",Harmony and Me,"$20,099","$20,099",100%,-,-
"1,864",FilmeFobia,"$20,061",-,-,"$20,061",100%
"1,865",Small Fish,"$19,846",-,-,"$19,846",100%
"1,866",Neznámé a nezaøazené 2009,"$19,788",-,-,"$19,788",100%
"1,867",Naranjo en flor,"$19,753",-,-,"$19,753",100%
"1,868",The Open Road,"$19,716","$19,716",100%,-,-
"1,869",Stoned Bros,"$19,694",-,-,"$19,694",100%
"1,870",Bad Lieutenant 2009 Re-release,"$19,447",-,-,"$19,447",100%
"1,871",I Vitelloni 2009 Re-release,"$19,423",-,-,"$19,423",100%
"1,872",Mayandi Kudumbathar,"$19,390",-,-,"$19,390",100%
"1,873",Aria,"$19,384",-,-,"$19,384",100%
"1,874",Tears for Sale 2009 Re-release,"$19,314",-,-,"$19,314",100%
"1,875",Aarumugam,"$19,246",-,-,"$19,246",100%
"1,876",The Ghost and Mrs. Muir 2009 Re-release,"$19,161",-,-,"$19,161",100%
"1,877",Kill Me,"$19,142",-,-,"$19,142",100%
"1,878",Daddy Cool: Join the Fun,"$19,069","$14,319",75.1%,"$4,750",24.9%
"1,879",Nosferatu 2009 Re-release,"$19,054",-,-,"$19,054",100%
"1,880",Not on the Lips 2009 Re-release,"$19,031",-,-,"$19,031",100%
"1,881",Spellbound 2009 Re-release,"$19,000",-,-,"$19,000",100%
"1,882",The Coffin 2009 Re-release,"$18,980",-,-,"$18,980",100%
"1,883",Weekend with my Mother,"$18,869",-,-,"$18,869",100%
"1,884","Nikto, krome nas...","$18,782",-,-,"$18,782",100%
"1,885",Severed Ways: The Norse Discovery of America,"$18,728","$18,728",100%,-,-
"1,886",Bring Me the Head of Alfredo Garcia,"$18,698",-,-,"$18,698",100%
"1,887",Blessed Is the Match,"$18,654","$18,654",100%,-,-
"1,888",Hosh Ala Wakah Mink,"$18,644",-,-,"$18,644",100%
"1,889",Between Love & Goodbye,"$18,480","$18,480",100%,-,-
"1,890",9 1/2 Dates 2009 Re-release,"$18,413",-,-,"$18,413",100%
"1,891",All the Lonely People,"$18,319",-,-,"$18,319",100%
"1,892",The Roses of the Desert 2009 Re-release,"$18,306",-,-,"$18,306",100%
"1,893",Un autre homme,"$18,099",-,-,"$18,099",100%
"1,894",Dare,"$18,000","$18,000",100%,-,-
"1,895",Women in Trouble,"$18,000","$18,000",100%,-,-
"1,896",The Missing Person,"$17,896","$17,896",100%,-,-
"1,897",Whisper of the Heart 2009 Re-release,"$17,828",-,-,"$17,828",100%
"1,898",Wholetrain 2009 Re-release,"$17,815",-,-,"$17,815",100%
"1,899",Jeo-nyeok-eui gae-im,"$17,791",-,-,"$17,791",100%
"1,900",C.R.A.Z.Y. 2009 Re-release,"$17,752",-,-,"$17,752",100%
"1,901",A Week Alone,"$17,640",-,-,"$17,640",100%
"1,902",The New Twenty,"$17,625","$17,625",100%,-,-
"1,903",Blood Creek,"$17,622",-,-,"$17,622",100%
"1,904",Shotgun Stories 2009 Re-release,"$17,462",-,-,"$17,462",100%
"1,905",Heart of Fire,"$17,454",-,-,"$17,454",100%
"1,906",Adventures of Power,"$17,419","$17,419",100%,-,-
"1,907",Gun Crazy 2009 Re-release,"$17,322",-,-,"$17,322",100%
"1,908",Defamation,"$17,309","$12,038",69.5%,"$5,271",30.5%
"1,909",Days of May,"$17,291",-,-,"$17,291",100%
"1,910",Voices 2009 Re-release,"$17,286",-,-,"$17,286",100%
"1,911",Voices 2009 Re-release,"$17,271",-,-,"$17,271",100%
"1,912",The Night Fernando Pessoa Met Constantine Cavafy,"$17,268",-,-,"$17,268",100%
"1,913",Home,"$17,182","$9,478",55.2%,"$7,704",44.8%
"1,914",Money Show,"$17,083",-,-,"$17,083",100%
"1,915",The Blast of Shame,"$17,015",-,-,"$17,015",100%
"1,916",Tierra sublevada: Oro impuro,"$16,933",-,-,"$16,933",100%
"1,917",April Showers,"$16,880","$16,880",100%,-,-
"1,918",Sidewalk Sisters,"$16,732",-,-,"$16,732",100%
"1,919",Shadows in the Sun,"$16,652",-,-,"$16,652",100%
"1,920",What Became of Us,"$16,614",-,-,"$16,614",100%
"1,921",Ek: The Power of One,"$16,566",-,-,"$16,566",100%
"1,922",Lakhmet ras 2009 Re-release,"$16,517",-,-,"$16,517",100%
"1,923",Mi vida dentro,"$16,482",-,-,"$16,482",100%
"1,924",Dois Em Um,"$16,400",-,-,"$16,400",100%
"1,925",Splinterheads,"$16,392","$16,392",100%,-,-
"1,926",The Times of Harvey Milk 2009 Re-release,"$16,386",-,-,"$16,386",100%
"1,927",The Spring Gathering,"$16,316",-,-,"$16,316",100%
"1,928",Fade to Black 2009 Re-release,"$16,252",-,-,"$16,252",100%
"1,929",Chung Kuo - Cina,"$16,196",-,-,"$16,196",100%
"1,930",Beket,"$16,170",-,-,"$16,170",100%
"1,931",The Signal 2009 Re-release,"$16,152",-,-,"$16,152",100%
"1,932",14 kilómetros 2009 Re-release,"$16,136",-,-,"$16,136",100%
"1,933",Tennessee,"$16,100","$16,100",100%,-,-
"1,934",Who's That Knocking at My Door,"$16,085",-,-,"$16,085",100%
"1,935",Como Guesteis De William Shakespeare,"$16,076",-,-,"$16,076",100%
"1,936",Atanarjuat: The Fast Runner 2009 Re-release,"$15,992",-,-,"$15,992",100%
"1,937",L'idiot,"$15,963",-,-,"$15,963",100%
"1,938",4 Copas,"$15,889",-,-,"$15,889",100%
"1,939",Iki Çizgi,"$15,827",-,-,"$15,827",100%
"1,940",Teenage Angst,"$15,747",-,-,"$15,747",100%
"1,941",Gabbla,"$15,706",-,-,"$15,706",100%
"1,942",Wind,"$15,333",-,-,"$15,333",100%
"1,943",Flieger über Amazonien,"$15,229",-,-,"$15,229",100%
"1,944",As You Like It 2009 Re-release,"$15,154",-,-,"$15,154",100%
"1,945",Chelsea on the Rocks,"$15,148","$11,799",77.9%,"$3,349",22.1%
"1,946",The Education of Charlie Banks,"$15,078","$15,078",100%,-,-
"1,947",Shola Cohen,"$14,942",-,-,"$14,942",100%
"1,948","Homero Manzi, un poeta en la tormenta","$14,857",-,-,"$14,857",100%
"1,949",Minnesota,"$14,847",-,-,"$14,847",100%
"1,950",The Nun 2009 Re-release,"$14,838",-,-,"$14,838",100%
"1,951","Tambourine, Drum","$14,800",-,-,"$14,800",100%
"1,952",Il Sogno nel casello,"$14,604",-,-,"$14,604",100%
"1,953",Yuri Gagarin Conspiracy: Fallen Idol,"$14,471","$14,471",100%,-,-
"1,954",Mutthirai,"$14,404",-,-,"$14,404",100%
"1,955",Manila,"$14,344",-,-,"$14,344",100%
"1,956",The Map Reader,"$14,304",-,-,"$14,304",100%
"1,957",Boltya EL Ayma,"$14,283",-,-,"$14,283",100%
"1,958",Ali'nin sekiz günü,"$14,279",-,-,"$14,279",100%
"1,959",Nobody,"$14,271","$14,271",100%,-,-
"1,960",Luisa,"$14,253",-,-,"$14,253",100%
"1,961",TN-07 AL 4777,"$14,184",-,-,"$14,184",100%
"1,962",Carmen and Geoffrey,"$14,130","$14,130",100%,-,-
"1,963",Horizontal/Vertical,"$14,104",-,-,"$14,104",100%
"1,964",Okean,"$14,067",-,-,"$14,067",100%
"1,965",Closed for Winter,"$14,039",-,-,"$14,039",100%
"1,966",Mosfilm Retrospective,"$14,038",-,-,"$14,038",100%
"1,967",Initiation,"$14,029",-,-,"$14,029",100%
"1,968",Traviata,"$13,586",-,-,"$13,586",100%
"1,969",Manon,"$13,583",-,-,"$13,583",100%
"1,970",Forever Waiting,"$13,504",-,-,"$13,504",100%
"1,971",Journey to Mecca,"$13,488",-,-,"$13,488",100%
"1,972",On Her Majesty's Secret Service 2009 Re-release,"$13,392",-,-,"$13,392",100%
