Rank,Release Group,Worldwide,Domestic,%,Foreign,%
349,Sommaren med Göran,"$6,602,586",-,-,"$6,602,586",100%
350,Bodyguards and Assassins,"$6,585,737",-,-,"$6,585,737",100%
351,Nowhere Boy,"$6,577,779","$1,457,248",22.2%,"$5,120,531",77.8%
352,MW,"$6,575,747",-,-,"$6,575,747",100%
353,Nobody to Watch Over Me,"$6,519,191",-,-,"$6,519,191",100%
354,The September Issue,"$6,442,300","$3,820,067",59.3%,"$2,622,233",40.7%
355,Post Grad,"$6,414,729","$6,380,019",99.5%,"$34,710",0.5%
356,Love and Dance,"$6,407,282",-,-,"$6,407,282",100%
357,Insadong Scandal,"$6,177,474",-,-,"$6,177,474",100%
358,White Night,"$6,171,057",-,-,"$6,171,057",100%
359,Mega Monster Battle: Ultra Galaxy Legends - The Movie,"$6,161,665",-,-,"$6,161,665",100%
360,Professor Layton and the Eternal Diva,"$6,140,049",-,-,"$6,140,049",100%
361,Battle for Terra,"$6,129,640","$1,647,083",26.9%,"$4,482,557",73.1%
362,Coco Chanel & Igor Stravinsky,"$6,055,859","$1,621,226",26.8%,"$4,434,633",73.2%
363,Blood: The Last Vampire,"$5,874,530","$257,412",4.4%,"$5,617,118",95.6%
364,Cyprien,"$5,831,034",-,-,"$5,831,034",100%
365,Tinker Bell and the Lost Treasure,"$5,816,532",-,-,"$5,816,532",100%
366,Carriers,"$5,805,279","$104,352",1.8%,"$5,700,927",98.2%
367,"Sex, Party & Lies","$5,710,800",-,-,"$5,710,800",100%
368,Vincere,"$5,701,481","$619,162",10.9%,"$5,082,319",89.1%
369,The Island,"$5,696,912",-,-,"$5,696,912",100%
370,Fung wan II,"$5,668,356",-,-,"$5,668,356",100%
371,What Goes Around,"$5,590,871",-,-,"$5,590,871",100%
372,The Brothers Bloom,"$5,530,764","$3,531,756",63.9%,"$1,999,008",36.1%
373,Mademoiselle Chambon,"$5,511,371","$531,685",9.6%,"$4,979,686",90.4%
374,A Tale of Ululu's Wonderful Forest,"$5,511,253",-,-,"$5,511,253",100%
375,Black 2009 Re-release,"$5,477,142",-,-,"$5,477,142",100%
376,Battle Under Orion,"$5,474,821",-,-,"$5,474,821",100%
377,Tsar,"$5,474,562",-,-,"$5,474,562",100%
378,Shinjuku Incident,"$5,461,200",-,-,"$5,461,200",100%
379,Un'estate ai Caraibi,"$5,311,857",-,-,"$5,311,857",100%
380,Oppai Volleyball,"$5,231,897",-,-,"$5,231,897",100%
381,Black,"$5,226,676",-,-,"$5,226,676",100%
382,Do Knot Disturb,"$5,189,564","$213,525",4.1%,"$4,976,039",95.9%
383,Bank Error in Your Favour,"$5,186,282",-,-,"$5,186,282",100%
384,The Hovering Blade,"$5,111,040",-,-,"$5,111,040",100%
385,Sin Nombre,"$5,102,705","$2,536,665",49.7%,"$2,566,040",50.3%
386,Vision,"$5,043,878","$435,274",8.6%,"$4,608,604",91.4%
387,Symbol,"$5,033,714",-,-,"$5,033,714",100%
388,Phobia 2,"$5,030,049",-,-,"$5,030,049",100%
389,Valley of the Wolves: Gladio,"$4,974,657",-,-,"$4,974,657",100%
390,Like a Dragon 2009 Re-release,"$4,928,814",-,-,"$4,928,814",100%
391,Questo piccolo grande amore,"$4,878,552",-,-,"$4,878,552",100%
392,Das Lied der Dinge,"$4,874,879",-,-,"$4,874,879",100%
393,Macross Frontier: The False Songstress,"$4,839,216",-,-,"$4,839,216",100%
394,Anubis en de wraak van Arghus,"$4,832,607",-,-,"$4,832,607",100%
395,Le coach,"$4,827,139",-,-,"$4,827,139",100%
396,Wild Grass,"$4,826,090","$403,952",8.4%,"$4,422,138",91.6%
397,Just Married,"$4,814,840",-,-,"$4,814,840",100%
398,Lascars,"$4,813,882",-,-,"$4,813,882",100%
399,Popieluszko. Wolnosc jest w nas,"$4,780,599",-,-,"$4,780,599",100%
400,Tajomaru: Avenging Blade,"$4,756,610",-,-,"$4,756,610",100%
401,I Come with the Rain,"$4,747,795",-,-,"$4,747,795",100%
402,The Big Dream,"$4,731,185",-,-,"$4,731,185",100%
403,You Changed My Life,"$4,727,411",-,-,"$4,727,411",100%
404,Xuxa and the Mystery of the Little Ugly Princess,"$4,718,615",-,-,"$4,718,615",100%
405,Love 14,"$4,665,465",-,-,"$4,665,465",100%
406,LOpuKHI,"$4,658,307",-,-,"$4,658,307",100%
407,Different from Whom,"$4,632,334",-,-,"$4,632,334",100%
408,The Crocodiles,"$4,628,777",-,-,"$4,628,777",100%
409,Arundhati,"$4,623,138",-,-,"$4,623,138",100%
410,"Food, Inc.","$4,606,199","$4,417,674",95.9%,"$188,525",4.1%
411,Nevesta lyuboy tsenoy,"$4,597,701",-,-,"$4,597,701",100%
412,Miss March,"$4,591,629","$4,543,320",98.9%,"$48,309",1.1%
413,Magic Silver,"$4,565,690",-,-,"$4,565,690",100%
414,Gangs,"$4,512,847",-,-,"$4,512,847",100%
415,Beyond a Reasonable Doubt,"$4,508,114","$32,917",0.7%,"$4,475,197",99.3%
416,Luck by Chance,"$4,504,365","$356,019",7.9%,"$4,148,346",92.1%
417,Special Correspondents,"$4,484,754",-,-,"$4,484,754",100%
418,The Three Investigators and the Secret of Terror Castle,"$4,451,541",-,-,"$4,451,541",100%
419,Bangkok Traffic (Love) Story,"$4,427,719",-,-,"$4,427,719",100%
420,Pettson & Findus - Katten och gubbens år 2009 Re-release,"$4,395,589",-,-,"$4,395,589",100%
421,The Friends at the Margherita Cafe,"$4,326,733",-,-,"$4,326,733",100%
422,Space Battleship Yamato Resurrection,"$4,319,940",-,-,"$4,319,940",100%
423,Wake Up Sid,"$4,278,081","$718,766",16.8%,"$3,559,315",83.2%
424,Knerten,"$4,271,102",-,-,"$4,271,102",100%
425,Road to Santiago,"$4,260,793",-,-,"$4,260,793",100%
426,I Hate Valentine's Day,"$4,243,957","$11,004",0.3%,"$4,232,953",99.7%
427,Laura's Star and the Mysterious Dragon Nian,"$4,202,176",-,-,"$4,202,176",100%
428,The Wedding Photographer,"$4,176,333",-,-,"$4,176,333",100%
429,Good Hair,"$4,163,135","$4,157,223",99.9%,"$5,912",0.1%
430,The Damned United,"$4,091,378","$449,865",11%,"$3,641,513",89%
431,Alternate Weeks (and Half the Vacation),"$4,091,096",-,-,"$4,091,096",100%
432,The Bone Man,"$4,083,982",-,-,"$4,083,982",100%
433,Friends Forever,"$4,058,117",-,-,"$4,058,117",100%
434,Dev.D,"$4,047,969","$18,613",0.5%,"$4,029,356",99.5%
435,Villon's Wife,"$3,947,538",-,-,"$3,947,538",100%
436,Het geheim van Mega Mindy,"$3,945,373",-,-,"$3,945,373",100%
437,The Dark House,"$3,928,464",-,-,"$3,928,464",100%
438,Marine Boy,"$3,923,970",-,-,"$3,923,970",100%
439,Questione di cuore,"$3,919,677",-,-,"$3,919,677",100%
440,"Killing Is My Business, Honey","$3,866,555",-,-,"$3,866,555",100%
441,Spy(ies),"$3,820,586",-,-,"$3,820,586",100%
442,Le séminaire Caméra Café,"$3,809,405",-,-,"$3,809,405",100%
443,Blame It on Mum,"$3,804,935",-,-,"$3,804,935",100%
444,Dossier K.,"$3,802,038",-,-,"$3,802,038",100%
445,Castaway on the Moon,"$3,725,352",-,-,"$3,725,352",100%
446,Hooked,"$3,684,120",-,-,"$3,684,120",100%
447,More Than Blue,"$3,681,695",-,-,"$3,681,695",100%
448,Inspector Bellamy,"$3,681,654","$107,612",2.9%,"$3,574,042",97.1%
449,Crossing Over,"$3,676,533","$455,654",12.4%,"$3,220,879",87.6%
450,The Righteous Thief,"$3,642,532",-,-,"$3,642,532",100%
451,Hilde,"$3,638,950",-,-,"$3,638,950",100%
452,Feel the Wind,"$3,581,084",-,-,"$3,581,084",100%
453,Mr. Nobody,"$3,553,731",-,-,"$3,553,731",100%
454,A Pierrot,"$3,548,304",-,-,"$3,548,304",100%
455,The Dolphin: Story of a Dreamer,"$3,526,461",-,-,"$3,526,461",100%
456,Missing,"$3,477,125",-,-,"$3,477,125",100%
457,Charlie & Boots,"$3,449,690",-,-,"$3,449,690",100%
458,Engine Sentai Go-onger vs. Gekiranger,"$3,402,039",-,-,"$3,402,039",100%
459,Actresses,"$3,400,282",-,-,"$3,400,282",100%
460,A Blood Pledge: Broken Promise,"$3,392,086",-,-,"$3,392,086",100%
461,Pains of Autumn,"$3,389,434",-,-,"$3,389,434",100%
462,Where Got Ghost?,"$3,370,814",-,-,"$3,370,814",100%
463,Is Anybody There?,"$3,368,300","$2,026,756",60.2%,"$1,341,544",39.8%
464,The Heiress,"$3,349,478",-,-,"$3,349,478",100%
465,Itaewon salinsageon,"$3,337,582",-,-,"$3,337,582",100%
466,Effi Briest,"$3,314,400",-,-,"$3,314,400",100%
467,Vampire Killers,"$3,276,702",-,-,"$3,276,702",100%
468,The Perfect Guy for My Girlfriend,"$3,257,859",-,-,"$3,257,859",100%
469,The Boys Are Back,"$3,252,136","$809,752",24.9%,"$2,442,384",75.1%
470,The Shock Labyrinth 3D,"$3,233,364",-,-,"$3,233,364",100%
471,Göta kanal 3 - Kanalkungens hemlighet,"$3,224,464",-,-,"$3,224,464",100%
472,32 dekabrya,"$3,177,714",-,-,"$3,177,714",100%
473,My One and Only,"$3,167,681","$2,479,538",78.3%,"$688,143",21.7%
474,Map of the Sounds of Tokyo,"$3,159,683",-,-,"$3,159,683",100%
475,Oblivion Island: Haruka and the Magic Mirror,"$3,150,699",-,-,"$3,150,699",100%
476,Handphone,"$3,137,411",-,-,"$3,137,411",100%
477,Mall Girls,"$3,135,341",-,-,"$3,135,341",100%
478,El Estudiante,"$3,120,323",-,-,"$3,120,323",100%
479,Yulenka,"$3,084,844",-,-,"$3,084,844",100%
480,8 x 10 Tasveer,"$3,036,837",-,-,"$3,036,837",100%
481,Adam,"$3,035,915","$2,277,396",75%,"$758,519",25%
482,The Last Flight,"$3,030,612",-,-,"$3,030,612",100%
483,Making Plans for Lena,"$3,024,280",-,-,"$3,024,280",100%
484,Maska,"$3,011,384",-,-,"$3,011,384",100%
485,Villa Amalia 2009 Re-release,"$3,008,993",-,-,"$3,008,993",100%
486,Kolpaçino,"$3,004,329",-,-,"$3,004,329",100%
487,Kambakkht Ishq,"$2,998,940","$1,445,739",48.2%,"$1,553,201",51.8%
488,Sinterklaas en de verdwenen pakjesboot,"$2,983,194",-,-,"$2,983,194",100%
489,Afterwards,"$2,979,808",-,-,"$2,979,808",100%
490,Dear Doctor,"$2,946,039",-,-,"$2,946,039",100%
491,Turtle: The Incredible Journey,"$2,945,067","$386,073",13.1%,"$2,558,994",86.9%
492,Friend Zone,"$2,910,179",-,-,"$2,910,179",100%
493,Rapt,"$2,905,908",-,-,"$2,905,908",100%
494,One for the Road,"$2,896,309",-,-,"$2,896,309",100%
495,"Baby, Baby, Baby!","$2,892,641",-,-,"$2,892,641",100%
496,In My Life,"$2,887,307",-,-,"$2,887,307",100%
497,Zen,"$2,877,113",-,-,"$2,877,113",100%
498,Amar a morir,"$2,874,821",-,-,"$2,874,821",100%
499,Tetro,"$2,874,474","$518,522",18%,"$2,355,952",82%
500,The Private Lives of Pippa Lee,"$2,860,973","$337,356",11.8%,"$2,523,617",88.2%
501,The Double Hour,"$2,848,165","$1,514,942",53.2%,"$1,333,223",46.8%
502,"The Return of the Musketeers, or The Treasures of Cardinal Mazarin","$2,846,850",-,-,"$2,846,850",100%
503,Le missionnaire,"$2,808,769",-,-,"$2,808,769",100%
504,In the Beginning,"$2,805,292",-,-,"$2,805,292",100%
505,Overheard,"$2,803,101",-,-,"$2,803,101",100%
506,Hellsinki,"$2,795,194",-,-,"$2,795,194",100%
507,Gao xing,"$2,774,168",-,-,"$2,774,168",100%
508,Give Love,"$2,772,087",-,-,"$2,772,087",100%
509,Kamogawa Horumo: Battle League in Kyoto,"$2,730,680",-,-,"$2,730,680",100%
510,The Hell of '63,"$2,689,252",-,-,"$2,689,252",100%
511,Recién cazado,"$2,688,461",-,-,"$2,688,461",100%
512,Fat People,"$2,685,252",-,-,"$2,685,252",100%
513,Iago,"$2,678,424",-,-,"$2,678,424",100%
514,Them 2009 Re-release,"$2,677,914",-,-,"$2,677,914",100%
515,"Follow Kadri, Not Your Heart","$2,675,513",-,-,"$2,675,513",100%
516,Spangas on Survival,"$2,671,649",-,-,"$2,671,649",100%
517,Wongkamlao,"$2,651,027",-,-,"$2,651,027",100%
518,Saranae Hao Peng,"$2,648,133",-,-,"$2,648,133",100%
519,Everyone Else,"$2,634,462","$102,042",3.9%,"$2,532,420",96.1%
520,Las viudas de los jueves,"$2,623,052",-,-,"$2,623,052",100%
521,The Christmas Party,"$2,587,648",-,-,"$2,587,648",100%
522,Don't Look Back,"$2,564,074",-,-,"$2,564,074",100%
523,All About Actresses,"$2,557,342",-,-,"$2,557,342",100%
524,Management,"$2,555,950","$934,658",36.6%,"$1,621,292",63.4%
525,Plop en de kabouterbaby,"$2,545,752",-,-,"$2,545,752",100%
526,Yatterman 2009 Re-release,"$2,531,422",-,-,"$2,531,422",100%
527,Samson and Delilah,"$2,528,457",-,-,"$2,528,457",100%
528,The Executioner,"$2,525,218",-,-,"$2,525,218",100%
529,Nigdy nie mów nigdy,"$2,521,081",-,-,"$2,521,081",100%
530,Antikiller D.K.,"$2,506,211",-,-,"$2,506,211",100%
531,Cinéman,"$2,500,308",-,-,"$2,500,308",100%
532,The New Monsters Today,"$2,486,257",-,-,"$2,486,257",100%
533,Five Senses of Eros,"$2,484,095",-,-,"$2,484,095",100%
534,13B: Fear Has a New Address,"$2,482,072","$36,594",1.5%,"$2,445,478",98.5%
535,Milosc na wybiegu,"$2,479,082",-,-,"$2,479,082",100%
536,Queen to Play,"$2,456,722","$478,710",19.5%,"$1,978,012",80.5%
537,A Million,"$2,456,417",-,-,"$2,456,417",100%
538,Ricky,"$2,440,234","$3,457",0.1%,"$2,436,777",99.9%
539,The Dancer and the Thief,"$2,434,422",-,-,"$2,434,422",100%
540,Backwood Philosopher,"$2,427,945",-,-,"$2,427,945",100%
541,Horsemen,"$2,405,815",-,-,"$2,405,815",100%
542,Fish Tank,"$2,404,300","$374,675",15.6%,"$2,029,625",84.4%
543,Sbirri,"$2,385,262",-,-,"$2,385,262",100%
544,Vali - The Governor,"$2,371,977",-,-,"$2,371,977",100%
545,Gulaal,"$2,364,294",-,-,"$2,364,294",100%
546,Hello Yasothorn 2,"$2,354,962",-,-,"$2,354,962",100%
547,Me and Orson Welles,"$2,336,172","$1,190,003",50.9%,"$1,146,169",49.1%
548,Ultimate Heist,"$2,322,421",-,-,"$2,322,421",100%
549,The Man Who Will Come/The Cézanne Affair,"$2,294,382",-,-,"$2,294,382",100%
550,Dinosaurier,"$2,288,787",-,-,"$2,288,787",100%
551,The Reverse,"$2,285,368",-,-,"$2,285,368",100%
552,Bronson,"$2,260,712","$104,979",4.6%,"$2,155,733",95.4%
553,Headhunter,"$2,258,895",-,-,"$2,258,895",100%
554,Snow White and Russian Red,"$2,258,304",-,-,"$2,258,304",100%
555,BFF: Best Friends Forever,"$2,255,048",-,-,"$2,255,048",100%
556,Alone in the Dark 2009 Re-release,"$2,250,837",-,-,"$2,250,837",100%
557,Pikap: Sem bez pravil,"$2,241,507",-,-,"$2,241,507",100%
558,Curious George 2: Follow That Monkey!,"$2,240,069",-,-,"$2,240,069",100%
559,Ukroshchenie stroptivykh,"$2,219,979",-,-,"$2,219,979",100%
560,Khan kluay 2,"$2,215,815",-,-,"$2,215,815",100%
561,Valentino: The Last Emperor,"$2,203,403","$1,755,134",79.7%,"$448,269",20.3%
562,2Grapes,"$2,200,935",-,-,"$2,200,935",100%
563,Turning Point,"$2,198,943",-,-,"$2,198,943",100%
564,Eden Is West,"$2,187,283",-,-,"$2,187,283",100%
565,Echelon Conspiracy,"$2,186,782","$666,009",30.5%,"$1,520,773",69.5%
566,Amreeka,"$2,176,304","$627,436",28.8%,"$1,548,868",71.2%
567,7 Husbands for Hurmuz,"$2,163,156",-,-,"$2,163,156",100%
568,Dhoondte Reh Jaoge,"$2,161,095","$5,127",0.2%,"$2,155,968",99.8%
569,S.E.X.,"$2,151,669",-,-,"$2,151,669",100%
570,High Lane,"$2,141,798",-,-,"$2,141,798",100%
571,The Other Man,"$2,138,350","$149,528",7%,"$1,988,822",93%
572,Me Too,"$2,137,885",-,-,"$2,137,885",100%
573,Killer Bride's Perfect Crime,"$2,136,763",-,-,"$2,136,763",100%
574,Psyhi vathia,"$2,128,154",-,-,"$2,128,154",100%
575,Spy of Orange,"$2,125,377",-,-,"$2,125,377",100%
576,Lover of Loser,"$2,101,031",-,-,"$2,101,031",100%
577,Poker King,"$2,087,262",-,-,"$2,087,262",100%
578,I'm Dying for You!,"$2,087,081",-,-,"$2,087,081",100%
579,Creation,"$2,058,675","$341,323",16.6%,"$1,717,352",83.4%
580,Mammoth,"$2,033,946","$9,580",0.5%,"$2,024,366",99.5%
581,Interceptor,"$2,031,554",-,-,"$2,031,554",100%
582,Due partite,"$2,027,829",-,-,"$2,027,829",100%
583,Willi und die Wunder dieser Welt,"$2,027,189",-,-,"$2,027,189",100%
584,The Assailant,"$2,019,443",-,-,"$2,019,443",100%
585,99,"$2,017,979",-,-,"$2,017,979",100%
586,Skalolazka and the Latter from the Seventh Cradle 2009 Re-release,"$2,016,984",-,-,"$2,016,984",100%
587,Eleanor's Secret,"$2,016,817",-,-,"$2,016,817",100%
588,Salami Aleikum,"$2,016,778",-,-,"$2,016,778",100%
589,The Wings of the Night,"$1,988,431",-,-,"$1,988,431",100%
590,Dead Snow,"$1,984,662","$46,742",2.4%,"$1,937,920",97.6%
591,Love Matters,"$1,982,695",-,-,"$1,982,695",100%
592,The Limits of Control,"$1,981,134","$426,688",21.5%,"$1,554,446",78.5%
593,Ju-on: White Ghost,"$1,971,714",-,-,"$1,971,714",100%
594,The Weird Missing Case of Mr. J,"$1,959,138",-,-,"$1,959,138",100%
595,The Wedding Game,"$1,949,614",-,-,"$1,949,614",100%
596,Under the North Star,"$1,942,703",-,-,"$1,942,703",100%
597,New York,"$1,935,820","$997,437",51.5%,"$938,383",48.5%
598,Park Benches,"$1,917,156",-,-,"$1,917,156",100%
599,Karla & Katrine,"$1,914,861",-,-,"$1,914,861",100%
600,It Might Get Loud,"$1,896,244","$1,610,163",84.9%,"$286,081",15.1%
601,Labor Pains,"$1,885,011",-,-,"$1,885,011",100%
602,Olsenbanden jr. og det sorte gullet,"$1,880,719",-,-,"$1,880,719",100%
603,O Menino da Porteira,"$1,871,774",-,-,"$1,871,774",100%
604,The Grudge 3,"$1,869,127",-,-,"$1,869,127",100%
605,Dad for a Day,"$1,866,255",-,-,"$1,866,255",100%
606,Home,"$1,856,993",-,-,"$1,856,993",100%
607,Soreike! Anpanman: Dadandan to futago no hoshi,"$1,853,535",-,-,"$1,853,535",100%
608,First Love: It's the Music!,"$1,851,390",-,-,"$1,851,390",100%
609,T2,"$1,829,787",-,-,"$1,829,787",100%
610,Me and Mrs. Khanna,"$1,828,902","$197,183",10.8%,"$1,631,719",89.2%
611,Albert Schweitzer,"$1,827,749",-,-,"$1,827,749",100%
612,Season of Good Rain,"$1,826,417",-,-,"$1,826,417",100%
613,Paradas contínuas,"$1,815,805",-,-,"$1,815,805",100%
614,Imago mortis,"$1,811,984",-,-,"$1,811,984",100%
615,The Secret of Kells,"$1,803,412","$676,775",37.5%,"$1,126,637",62.5%
616,The House of Branching Love,"$1,801,039",-,-,"$1,801,039",100%
617,Mulan: Rise of a Warrior,"$1,799,157",-,-,"$1,799,157",100%
618,The Topp Twins: Untouchable Girls,"$1,791,149",-,-,"$1,791,149",100%
619,Jai Veeru: Friends Forever,"$1,784,639",-,-,"$1,784,639",100%
620,Türkler Cildirmis Olmali,"$1,784,156",-,-,"$1,784,156",100%
621,Regrets,"$1,771,956",-,-,"$1,771,956",100%
622,Oscar and the Lady in Pink,"$1,760,856",-,-,"$1,760,856",100%
623,Beauties at War,"$1,746,131",-,-,"$1,746,131",100%
624,Mary and Max,"$1,740,429",-,-,"$1,740,429",100%
625,Geng: The Adventure Begins,"$1,740,337",-,-,"$1,740,337",100%
626,Sister Smile,"$1,737,658",-,-,"$1,737,658",100%
627,Die Perlmutterfarbe,"$1,730,414",-,-,"$1,730,414",100%
628,The Happy Cricket and the Giant Bugs,"$1,728,807",-,-,"$1,728,807",100%
629,All Inclusive,"$1,724,957",-,-,"$1,724,957",100%
630,"Time Lost, Time Found","$1,715,773",-,-,"$1,715,773",100%
631,Generazione mille euro,"$1,712,362",-,-,"$1,712,362",100%
632,Veronika Decides to Die,"$1,706,935",-,-,"$1,706,935",100%
633,The Treasure Hunter,"$1,704,776",-,-,"$1,704,776",100%
634,The Girl on the Train,"$1,703,963","$208,023",12.2%,"$1,495,940",87.8%
635,Beck: The Eye of the Storm,"$1,701,939",-,-,"$1,701,939",100%
636,The Murder Farm,"$1,688,518",-,-,"$1,688,518",100%
637,Luke and Lucy: The Texas Rangers,"$1,686,087",-,-,"$1,686,087",100%
638,Oh My Ghosts!,"$1,685,783",-,-,"$1,685,783",100%
639,Jangan Pandang Belakang Congkak,"$1,674,437",-,-,"$1,674,437",100%
640,Listen to My Heart,"$1,671,352",-,-,"$1,671,352",100%
641,Murderer,"$1,666,655",-,-,"$1,666,655",100%
642,Storm,"$1,661,518","$16,013",1%,"$1,645,505",99%
643,Kimmy Dora: Kambal sa kiyeme,"$1,659,676",-,-,"$1,659,676",100%
644,Omar & Salma,"$1,652,909",-,-,"$1,652,909",100%
645,The Maid,"$1,647,555","$576,608",35%,"$1,070,947",65%
646,Laskovyy may,"$1,643,895",-,-,"$1,643,895",100%
647,At World's End,"$1,623,512",-,-,"$1,623,512",100%
648,A Man and His Dog,"$1,619,594",-,-,"$1,619,594",100%
649,Novye priklyucheniya Alyonushki i Eryomy,"$1,609,703",-,-,"$1,609,703",100%
650,Rabbit Without Ears 2 2009 Re-release,"$1,599,486",-,-,"$1,599,486",100%
651,The Messenger,"$1,595,417","$1,109,660",69.6%,"$485,757",30.4%
652,L-O-V-E.,"$1,585,361",-,-,"$1,585,361",100%
653,Le syndrome du Titanic,"$1,584,100",-,-,"$1,584,100",100%
654,Agyaat,"$1,579,037",-,-,"$1,579,037",100%
655,Romaine 30° Below,"$1,574,160",-,-,"$1,574,160",100%
656,Lorts of the Flys,"$1,571,072",-,-,"$1,571,072",100%
657,My Ex,"$1,570,026",-,-,"$1,570,026",100%
658,The Front Line,"$1,562,486",-,-,"$1,562,486",100%
659,King Guillaume,"$1,556,105",-,-,"$1,556,105",100%
660,The Milk of Sorrow,"$1,553,977","$10,462",0.7%,"$1,543,515",99.3%
661,Upperdog,"$1,551,394",-,-,"$1,551,394",100%
662,Aadhavan,"$1,550,769",-,-,"$1,550,769",100%
663,The Sea Wall,"$1,550,661",-,-,"$1,550,661",100%
664,Cartagena,"$1,549,367",-,-,"$1,549,367",100%
665,Whiskey with Vodka,"$1,527,555",-,-,"$1,527,555",100%
666,The Laughing Policeman,"$1,520,973",-,-,"$1,520,973",100%
667,El agente 00-P2,"$1,518,150",-,-,"$1,518,150",100%
668,Frogs and Toads,"$1,514,047",-,-,"$1,514,047",100%
669,The Echo,"$1,508,127",-,-,"$1,508,127",100%
670,Sideways,"$1,505,324",-,-,"$1,505,324",100%
671,The Barons,"$1,487,167",-,-,"$1,487,167",100%
672,John Rabe,"$1,484,665","$67,519",4.5%,"$1,417,146",95.5%
673,"Above the Street, Below the Water","$1,484,128",-,-,"$1,484,128",100%
674,X Games 3D: The Movie,"$1,472,747","$1,391,434",94.5%,"$81,313",5.5%
675,Time of Fear,"$1,469,181",-,-,"$1,469,181",100%
676,Kurbaan,"$1,461,611","$754,268",51.6%,"$707,343",48.4%
677,Lo spazio bianco,"$1,448,733",-,-,"$1,448,733",100%
678,Aa Dekhen Zara,"$1,446,933",-,-,"$1,446,933",100%
679,I taket lyser stjärnorna,"$1,432,476",-,-,"$1,432,476",100%
680,I Hope They Serve Beer in Hell,"$1,429,299","$1,429,299",100%,-,-
681,Love Me Again (Land Down Under),"$1,418,466",-,-,"$1,418,466",100%
682,Kanal-i-zasyon,"$1,411,111",-,-,"$1,411,111",100%
683,Yoga Class,"$1,402,791",-,-,"$1,402,791",100%
684,Vettaikaaran,"$1,399,911",-,-,"$1,399,911",100%
685,Small Crime,"$1,397,702",-,-,"$1,397,702",100%
686,Best of Times,"$1,394,100",-,-,"$1,394,100",100%
687,Hod na hiaw 966,"$1,393,890",-,-,"$1,393,890",100%
688,Je vais te manquer,"$1,389,837",-,-,"$1,389,837",100%
689,Ask geliyorum demez,"$1,379,980",-,-,"$1,379,980",100%
690,Lippels Traum,"$1,373,327",-,-,"$1,373,327",100%
691,Santau,"$1,372,293",-,-,"$1,372,293",100%
692,Venezzia,"$1,365,805",-,-,"$1,365,805",100%
693,"O, Luckyman!","$1,363,316",-,-,"$1,363,316",100%
694,Yaya & Angelina: The Spoiled Brat Movie,"$1,362,972",-,-,"$1,362,972",100%
695,Possessed,"$1,361,570",-,-,"$1,361,570",100%
696,The Angel,"$1,356,190",-,-,"$1,356,190",100%
697,The Secrets of Jonathan Sperry,"$1,355,079","$1,355,079",100%,-,-
698,Wallander: Hämnden,"$1,354,544",-,-,"$1,354,544",100%
699,Rain Fall,"$1,348,221",-,-,"$1,348,221",100%
700,Vengeance,"$1,346,952",-,-,"$1,346,952",100%
701,Go Find a Psychic!,"$1,339,614",-,-,"$1,339,614",100%
702,Nikté,"$1,329,775",-,-,"$1,329,775",100%
703,D@bbe 2,"$1,329,701",-,-,"$1,329,701",100%
704,When I Met U,"$1,325,400",-,-,"$1,325,400",100%
705,Esperando la carroza 2: Se acabó la fiesta,"$1,319,572",-,-,"$1,319,572",100%
706,Totally Spies! The Movie,"$1,315,639",-,-,"$1,315,639",100%
707,Triangle,"$1,309,107",-,-,"$1,309,107",100%
708,The Case of Unfaithful Klara,"$1,308,302",-,-,"$1,308,302",100%
709,Divorces!,"$1,306,740",-,-,"$1,306,740",100%
710,Jean Charles,"$1,304,086",-,-,"$1,304,086",100%
711,Paper Heart,"$1,296,971","$1,274,062",98.2%,"$22,909",1.8%
712,The Marry-Go-Round,"$1,292,168",-,-,"$1,292,168",100%
713,Jusqu'à toi,"$1,290,370",-,-,"$1,290,370",100%
714,Aching Hearts,"$1,285,924",-,-,"$1,285,924",100%
715,Franklyn,"$1,279,576",-,-,"$1,279,576",100%
716,State Affairs,"$1,273,589",-,-,"$1,273,589",100%
717,Lourdes,"$1,270,795",-,-,"$1,270,795",100%
718,Be Silent,"$1,268,093",-,-,"$1,268,093",100%
719,Tormented,"$1,254,980",-,-,"$1,254,980",100%
720,Rocketmen,"$1,252,851",-,-,"$1,252,851",100%
721,Hidden Diary,"$1,244,788",-,-,"$1,244,788",100%
722,Forbidden Fruit,"$1,227,505",-,-,"$1,227,505",100%
723,The Dark House,"$1,222,530",-,-,"$1,222,530",100%
724,Lebanon,"$1,220,376","$368,088",30.2%,"$852,288",69.8%
725,Aloo Chaat,"$1,213,516",-,-,"$1,213,516",100%
726,Janosik: A True Story,"$1,209,220",-,-,"$1,209,220",100%
727,Bohsia: Jangan Pilih Jalan Hitam,"$1,209,069",-,-,"$1,209,069",100%
728,Air Doll,"$1,208,769",-,-,"$1,208,769",100%
729,Heaven's Door,"$1,202,681",-,-,"$1,202,681",100%
730,Army of Crime,"$1,199,877","$37,031",3.1%,"$1,162,846",96.9%
731,Celle que j'aime,"$1,196,933",-,-,"$1,196,933",100%
732,Kanthaswamy,"$1,196,172",-,-,"$1,196,172",100%
733,By the Will of Chingis Khan,"$1,193,802",-,-,"$1,193,802",100%
734,Kenny Begins,"$1,190,768",-,-,"$1,190,768",100%
735,Sword of War,"$1,189,887",-,-,"$1,189,887",100%
736,The Cove,"$1,187,434","$857,005",72.2%,"$330,429",27.8%
